OBJECTID,StopID,NextRide,Location,Juris,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
12833,8086,11399,VAN BUREN ST -- 73RD AVE & 75TH AVE,Phoenix,,3,Weekday,2,2,2,1,0,1,1,1,1,1,1,2,2
12834,8087,10869,VAN BUREN ST & 75TH AVE,Phoenix,,3,Weekday,11,11,12,12,7,11,17,28,12,10,13,17,12
12835,8088,10436,VAN BUREN ST -- 75TH AVE & 79TH AVE,Phoenix,,3,Weekday,2,2,2,1,1,2,2,1,2,4,6,9,9
12836,8089,10962,VAN BUREN ST & 79TH AVE,Phoenix,,3,Weekday,6,6,6,3,1,4,4,6,7,1,1,1,1
12837,8090,10438,VAN BUREN ST -- 79TH AVE & 83RD AVE,Phoenix,,3,Weekday,4,4,4,1,0,6,5,4,0,0,1,2,0
12838,8091,10301,VAN BUREN ST & 83RD AVE,Phoenix,,3 | 83,Weekday,29,29,30,52,36,56,72,101,64,85,77,66,67
12839,8092,10302,VAN BUREN ST -- 83RD AVE & 79TH AVE,Phoenix,,3,Weekday,0,0,0,0,,0,0,0,0,0,0,0,0
12840,8095,10305,VAN BUREN ST & 75TH AVE,Phoenix,,3,Weekday,20,20,21,33,22,32,32,50,28,26,42,40,40
12841,8096,10306,VAN BUREN ST -- 73RD AVE & 71ST AVE,Phoenix,,3,Weekday,5,5,5,2,1,4,3,6,2,1,1,2,2
12842,8097,10307,VAN BUREN ST & 71ST AVE,Phoenix,,3,Weekday,6,6,6,4,2,5,6,9,2,3,4,3,3
12843,8098,10308,VAN BUREN ST & 69TH AVE,Phoenix,,3,Weekday,1,1,1,1,1,2,2,2,1,1,1,1,1
12844,8103,17131,CHANDLER BLVD & MARKETPLACE,Phoenix,, ALEX,Weekday,,,,,,,,,,,,,
12845,8124,16656,BELL RD & 50TH PL,Phoenix,,170,Weekday,3,3,3,2,1,6,7,9,2,1,2,2,2
12846,8125,16622,BELL RD & 50TH PL,Phoenix,,170,Weekday,3,3,3,5,1,6,6,7,1,1,1,1,2
12847,8126,16335,THUNDERBIRD RD & 18TH ST,Phoenix,,138,Weekday,7,7,7,8,4,14,11,16,4,3,9,10,6
12848,8127,12301,HAPPY VALLEY RD & 25TH AVE,Phoenix,,35,Weekday,2,2,2,1,0,4,2,1,0,0,1,1,0
12849,8128,12302,HAPPY VALLEY RD & 23RD AVE,Phoenix,,19 | 35,Weekday,2,2,2,2,1,13,32,84,39,50,53,57,69
12850,8129,12296,PINNACLE PEAK RD & 35TH AVE,Phoenix,,35,Weekday,1,1,1,1,1,2,1,5,3,2,15,3,5
12851,1626,14311,EB SOUTHERN AVE FS 41ST AVE,Phoenix,,61,Weekday,5,5,5,7,4,6,8,11,4,5,5,9,7
12852,1630,13928,SOUTHERN AVE & 7TH AVE,Phoenix,,61,Weekday,19,19,19,23,15,26,28,40,20,24,26,25,22
12853,1631,13925,SOUTHERN AVE & 13TH AVE,Phoenix,,61,Weekday,4,4,4,4,2,4,4,4,2,3,3,3,3
12854,1632,18635,SB 75TH AVE FS VAN BUREN ST,Phoenix,,75,Weekday,9,9,10,11,6,14,10,18,8,11,13,11,10
12855,1633,13057,SOUTHERN AVE & 19TH AVE,Phoenix,,61,Weekday,73,73,75,93,61,85,89,174,81,77,95,84,82
12856,1634,13923,SOUTHERN AVE & 20TH GL,Phoenix,,61,Weekday,3,3,3,0,1,8,8,14,6,8,7,7,6
12857,1636,13920,SOUTHERN AVE & 27TH AVE,Phoenix,,61,Weekday,16,16,17,22,11,20,20,32,16,19,25,22,18
12858,1637,13916,SOUTHERN AVE & 35TH AVE,Phoenix,,61,Weekday,109,109,112,149,99,121,132,222,117,112,133,118,112
12859,1638,13915,SOUTHERN AVE & 39TH AVE,Phoenix,,61,Weekday,19,19,20,19,13,17,19,32,16,13,14,16,18
12860,1648,13929,SOUTHERN AVE & MONTEZUMA ST,Phoenix,,61,Weekday,11,11,11,15,9,11,11,19,8,8,13,13,11
12861,1657,13058,SOUTHERN AVE & 17TH AVE,Phoenix,,61,Weekday,15,15,16,16,11,13,13,22,9,15,13,14,16
12862,1658,13921,SOUTHERN AVE -- 27TH AVE & 23RD AVE,Phoenix,,61,Weekday,5,5,5,3,4,12,8,13,6,5,7,8,7
12863,1659,13918,SOUTHERN AVE & 31ST AVE,Phoenix,,61,Weekday,21,21,22,30,17,23,21,35,17,15,23,16,18
12864,1662,11804,SWEETWATER AVE & 30TH DR,Phoenix,,27,Weekday,7,7,7,7,3,10,10,15,10,9,10,7,5
12865,1667,11891,THOMAS RD & 17TH AVE,Phoenix,,29,Weekday,8,8,8,7,4,9,8,15,3,3,6,5,6
12866,1668,11868,THOMAS RD & 61ST AVE,Phoenix,, MARY | 29,Weekday,16,16,17,24,10,25,23,38,14,19,26,24,18
12867,1669,11496,THOMAS RD & 81ST AVE,Phoenix,,29 | 83,Weekday,81,81,83,2,1,4,4,5,2,3,3,1,1
12868,1670,11872,THOMAS RD & 53RD AVE,Phoenix,,29,Weekday,5,5,5,5,3,9,8,11,5,5,5,5,4
12869,1671,11892,THOMAS RD & 15TH AVE,Phoenix,,29,Weekday,51,51,53,73,40,67,60,115,60,71,79,75,61
12870,1672,11890,THOMAS RD & 19TH AVE,Phoenix,,29,Weekday,112,112,115,178,94,144,128,231,123,118,169,133,118
12871,1673,11889,THOMAS RD & 21ST AVE,Phoenix,,29,Weekday,30,30,31,50,20,40,35,65,22,38,50,43,36
12872,1674,11886,THOMAS RD & 27TH AVE,Phoenix,,29,Weekday,65,65,67,83,44,78,74,145,69,76,91,79,80
12873,1675,11885,THOMAS RD & 29TH AVE,Phoenix,,29,Weekday,21,21,22,28,13,24,29,37,16,19,28,25,26
12874,1676,11884,THOMAS RD & 31ST AVE,Phoenix,,29,Weekday,54,54,56,69,37,65,69,117,62,74,107,71,66
12875,1677,11883,THOMAS RD & 33RD AVE,Phoenix,,29,Weekday,22,22,23,27,16,25,22,48,21,24,28,29,27
12876,1678,11882,THOMAS RD & 35TH AVE,Phoenix,,29,Weekday,142,142,147,206,110,165,144,282,143,162,204,179,167
12877,1679,11881,THOMAS RD & 37TH AVE,Phoenix,,29,Weekday,7,7,7,4,2,7,5,9,2,1,11,11,15
12878,1680,11880,THOMAS RD & 39TH AVE,Phoenix,,29,Weekday,62,62,64,100,44,92,89,163,62,49,64,53,49
12879,1681,11896,THOMAS RD & 3RD AVE,Phoenix,,29,Weekday,16,16,16,15,8,20,17,28,11,11,17,9,10
12880,1682,11878,THOMAS RD & 43RD AVE,Phoenix,,29,Weekday,119,119,123,174,97,154,148,286,136,151,187,176,158
12881,1683,11877,THOMAS RD & 45TH AVE,Phoenix,,29,Weekday,13,13,13,4,2,9,8,10,1,1,33,41,37
12882,1684,18324,THOMAS RD & 46TH AVE,Phoenix,,29,Weekday,11,11,12,10,3,9,8,15,7,6,8,6,7
12883,1685,11875,THOMAS RD & 48TH LN,Phoenix,, MARY | 29,Weekday,53,53,54,78,40,69,61,117,52,59,77,76,68
12884,1686,11874,THOMAS RD & 50TH DR,Phoenix,,29,Weekday,13,13,13,17,9,14,15,21,14,12,13,17,12
12885,1687,11873,THOMAS RD & 51ST AVE,Phoenix,,29,Weekday,104,104,107,166,86,142,142,280,137,158,182,176,161
12886,1688,11871,THOMAS RD & 55TH AVE,Phoenix,,29,Weekday,34,34,35,50,21,48,40,81,32,35,47,47,34
12887,1689,11870,THOMAS RD & 56TH DR,Phoenix,,29,Weekday,13,13,13,24,11,22,18,38,16,18,23,20,18
12888,1690,11869,THOMAS RD & 59TH AVE,Phoenix,,29,Weekday,94,94,97,135,65,119,117,212,91,113,145,142,111
12889,1691,11895,THOMAS RD & 5TH AVE,Phoenix,,29,Weekday,25,25,26,29,18,22,19,42,23,25,26,25,26
12890,1692,11867,THOMAS RD & 63RD AVE,Phoenix,, MARY | 29,Weekday,37,37,38,53,28,51,47,85,39,39,55,47,42
12891,1693,11866,THOMAS RD & 65TH AVE,Phoenix,,29,Weekday,12,12,12,18,9,20,15,24,11,12,17,14,14
12892,1694,11865,THOMAS RD & 67TH AVE,Phoenix,,29,Weekday,113,113,116,146,82,131,128,248,121,141,167,153,130
12893,1695,11864,THOMAS RD & 69TH AVE,Phoenix,, MARY | 29,Weekday,7,7,7,10,4,10,7,13,7,5,6,5,6
12894,1696,11894,THOMAS RD & 7TH AVE,Phoenix,,29,Weekday,49,49,50,53,27,50,48,85,39,39,47,46,47
12895,1697,11863,THOMAS RD & 71ST AVE,Phoenix,, MARY | 29,Weekday,15,15,16,21,11,23,22,38,15,16,23,21,16
12896,1698,11862,THOMAS RD & 72ND DR,Phoenix,, MARY | 29,Weekday,12,12,13,16,8,20,17,25,8,8,12,11,11
12897,1699,11861,EB THOMAS FS 75TH AVE,Phoenix,, MARY | 29,Weekday,144,144,148,208,110,180,183,311,151,176,236,203,197
12898,1700,11498,THOMAS RD & 78TH AVE,Phoenix,, MARY | 29 | 75,Weekday,38,38,40,31,14,30,38,48,17,29,24,25,18
12899,1701,18636,SB 75TH AVE FS WASHINGTON ST,Phoenix,,75,Weekday,3,3,3,1,0,3,3,3,0,0,0,0,0
12900,1702,18637,SB 75TH AVE FS SHERMAN ST,Phoenix,,75,Weekday,0,0,0,0,0,0,0,1,1,0,1,1,1
12901,1703,11495,THOMAS RD & 83RD AVE,Phoenix,,29 | 83,Weekday,31,31,32,35,21,51,46,76,33,53,37,44,34
12902,1705,11893,THOMAS RD & 11TH AVE,Phoenix,,29,Weekday,51,51,52,74,37,68,58,100,36,39,51,43,32
12903,1708,11887,THOMAS RD & I-17 FWY,Phoenix,,29,Weekday,52,52,54,86,42,73,74,135,57,68,86,83,73
12904,1709,11879,THOMAS RD & 41ST AVE,Phoenix,,29,Weekday,19,19,19,35,18,40,35,52,25,28,38,34,30
12905,1710,16306,THUNDERBIRD RD & 45TH CIR,Phoenix,,138,Weekday,3,3,3,1,0,2,2,3,0,0,1,2,1
12906,1712,18640,SB 83RD AVE FS I-10 RAMP,Phoenix,,83,Weekday,1,1,1,0,0,2,2,4,0,0,0,0,1
12907,1716,16314,THUNDERBIRD RD & 28TH AVE,Phoenix,,138,Weekday,41,41,42,49,29,57,51,105,54,49,62,65,58
12908,1720,16319,THUNDERBIRD RD & 16TH AVE,Phoenix,,138,Weekday,8,8,9,6,3,8,6,9,3,4,12,7,4
12909,1721,16318,THUNDERBIRD RD & 19TH AVE,Phoenix,,138,Weekday,36,36,37,51,30,60,56,91,45,44,58,50,48
12910,1722,16317,THUNDERBIRD RD & 21ST AVE,Phoenix,,138,Weekday,5,5,5,6,3,6,5,10,3,2,4,6,5
12911,1723,16315,THUNDERBIRD RD & 24TH DR,Phoenix,,138,Weekday,16,16,17,23,12,21,19,35,17,21,27,22,18
12912,1724,16313,THUNDERBIRD RD & 31ST AVE,Phoenix,,138,Weekday,18,18,19,28,18,37,31,58,26,26,46,45,31
12913,1725,16311,THUNDERBIRD RD & 35TH AVE,Phoenix,,138,Weekday,44,44,46,63,37,66,55,100,52,51,60,52,52
12914,1726,16310,THUNDERBIRD RD & 37TH AVE,Phoenix,,138,Weekday,1,1,1,2,1,2,1,4,1,1,3,5,2
12915,1727,16309,THUNDERBIRD RD & 39TH AVE,Phoenix,,138,Weekday,5,5,5,8,2,5,5,7,3,3,5,4,5
12916,1728,16308,THUNDERBIRD RD & 40TH DR,Phoenix,,138,Weekday,4,4,4,4,2,4,3,6,2,2,4,3,3
12917,1729,16307,THUNDERBIRD RD & 43RD AVE,Phoenix,,138,Weekday,28,28,29,36,23,46,40,64,36,35,43,37,37
12918,1730,16305,THUNDERBIRD RD & 47TH AVE,Phoenix,,138,Weekday,9,9,9,7,3,9,7,11,4,4,6,4,6
12919,1731,13487,THUNDERBIRD RD & 51ST AVE,Phoenix,,122 | 138 | 51,Weekday,44,44,45,55,30,48,53,74,39,118,57,44,42
12920,1734,16321,THUNDERBIRD RD & 5TH AVE,Phoenix,,138,Weekday,3,3,3,1,0,3,2,2,0,0,1,1,1
12921,1737,16320,THUNDERBIRD RD & CORAL GABLES DR,Phoenix,,138,Weekday,3,3,3,3,2,5,4,7,1,2,9,6,4
12922,1739,16316,THUNDERBIRD RD & 23RD AVE,Phoenix,,138,Weekday,2,2,2,1,0,3,2,3,1,1,3,2,1
12923,1740,16312,THUNDERBIRD RD & 33RD AVE,Phoenix,,138,Weekday,6,6,6,12,6,15,13,22,8,8,10,10,9
12924,1742,11785,UNION HILLS DR & 29TH AVE,Phoenix,,186 | 27,Weekday,3,3,3,3,2,2,2,5,3,3,3,2,2
12925,1743,16782,UNION HILLS DR & 37TH DR,Phoenix,,186,Weekday,1,1,2,3,2,3,2,4,2,2,2,4,4
12926,1744,16780,UNION HILLS DR & 41ST AVE,Phoenix,,186,Weekday,4,4,4,4,4,6,4,8,5,5,5,5,8
12927,1745,16790,UNION HILLS DR & 11TH AVE,Phoenix,,186,Weekday,1,1,1,3,1,3,3,3,2,2,2,2,2
12928,1746,16789,UNION HILLS DR & 15TH AVE,Phoenix,,186,Weekday,3,3,4,7,3,6,4,7,5,4,3,3,5
12929,1747,16788,UNION HILLS DR & 17TH AVE,Phoenix,,186,Weekday,3,3,3,4,3,5,4,9,4,3,7,5,6
12930,1748,16787,UNION HILLS DR & 19TH AVE,Phoenix,,186,Weekday,49,49,50,64,45,69,60,123,66,61,80,71,69
12931,1749,16786,UNION HILLS DR & 21ST AVE,Phoenix,,186,Weekday,2,2,2,2,1,4,3,5,3,3,4,3,3
12932,1750,16785,UNION HILLS DR & 23RD AVE,Phoenix,,186,Weekday,2,2,2,2,1,4,3,5,2,3,3,4,3
12933,1751,16784,UNION HILLS DR & 24TH DR,Phoenix,,186,Weekday,11,11,11,15,9,13,12,24,12,12,16,17,18
12934,1752,16783,UNION HILLS DR & 27TH AVE,Phoenix,,186,Weekday,14,14,14,20,13,25,22,38,21,35,29,22,24
12935,1753,16792,UNION HILLS DR & 2ND AVE,Phoenix,,186,Weekday,1,1,1,1,1,2,2,2,1,1,1,1,1
12936,1754,11784,UNION HILLS DR & 31ST AVE,Phoenix,,186 | 27,Weekday,3,3,3,6,3,7,5,7,4,4,4,5,5
12937,1755,11783,UNION HILLS DR & 33RD AVE,Phoenix,,186 | 27,Weekday,3,3,4,5,3,6,7,12,4,4,4,5,4
12938,1756,11782,UNION HILLS DR & 35TH AVE,Phoenix,,186 | 27,Weekday,57,57,59,72,45,81,70,126,66,84,78,72,64
12939,1757,16781,UNION HILLS DR & 39TH AVE,Phoenix,,186,Weekday,1,1,1,1,1,2,2,4,1,1,1,1,2
12940,1758,16779,UNION HILLS DR & 43RD AVE,Phoenix,,186,Weekday,23,23,24,35,19,34,28,57,30,32,39,37,35
12941,1759,12903,UNION HILLS DR & 45TH AVE,Phoenix,,186,Weekday,0,0,0,0,0,0,0,0,,0,0,,0
12942,1760,16778,UNION HILLS DR & 47TH AVE,Phoenix,,186,Weekday,3,3,3,6,4,7,6,10,3,2,3,3,4
12943,1761,16777,UNION HILLS DR & 49TH AVE,Phoenix,,186,Weekday,3,3,3,3,1,4,3,3,2,1,2,2,2
12944,1762,16776,UNION HILLS DR & 51ST AVE,Phoenix,,186,Weekday,36,36,37,45,21,53,45,67,28,30,44,42,33
12945,1772,16791,UNION HILLS DR & 7TH AVE,Phoenix,,186,Weekday,9,9,9,17,9,15,16,21,11,13,15,12,11
12946,1779,18641,NB 83RD AVE FS VAN BUREN ST,Phoenix,,83,Weekday,16,16,17,38,24,38,51,103,50,65,77,79,78
12947,1796,18642,NB 83RD AVE FS PIERCE ST,Phoenix,,83,Weekday,2,2,2,0,1,5,10,4,1,1,2,4,5
12948,1798,18643,NB 83RD AVE FS ROOSEVELT ST,Phoenix,,83,Weekday,1,1,1,1,1,2,2,3,2,3,5,5,4
12949,1799,13489,UNIVERSITY WAY & 47TH AVE,Phoenix,,122 | 138 | 51,Weekday,19,19,19,38,17,48,37,66,27,99,53,54,36
12950,1800,18644,NB 83RD AVE FS I-10 RAMP,Phoenix,,83,Weekday,1,1,1,3,2,4,6,21,8,8,10,7,6
12951,1801,10338,VAN BUREN ST & 10TH AVE,Phoenix,,3,Weekday,15,15,15,16,12,17,15,28,15,17,21,20,22
12952,1802,10337,VAN BUREN ST & 13TH AVE,Phoenix,,3,Weekday,20,20,21,23,14,28,28,35,38,51,50,42,44
12953,1803,10336,VAN BUREN ST & 15TH AVE,Phoenix,,3,Weekday,90,90,93,102,53,92,85,158,78,82,92,95,88
12954,1804,10335,VAN BUREN ST & 17TH AVE,Phoenix,,3,Weekday,65,65,67,84,46,76,65,129,71,71,81,75,59
12955,1805,10334,VAN BUREN ST & 19TH AVE,Phoenix,,3,Weekday,92,92,95,133,75,124,111,205,103,117,128,127,113
12956,1806,16076,VAN BUREN ST & 21ST AVE,Phoenix,,3,Weekday,46,46,48,59,39,57,43,83,46,56,63,62,50
12957,1807,10331,VAN BUREN ST & 25TH AVE,Phoenix,,3,Weekday,17,17,18,22,14,25,21,36,21,23,26,23,19
12958,1808,10330,VAN BUREN ST & 27TH AVE,Phoenix,,3,Weekday,130,130,134,189,113,172,163,285,154,175,187,176,158
12959,1809,10342,VAN BUREN ST & 1ST AVE,Phoenix,, I10W | 3 | 562 | 563 | 571 | 573,Weekday,63,63,65,71,45,74,69,108,57,191,76,67,60
12960,1810,10327,VAN BUREN ST & 31ST AVE,Phoenix,,3,Weekday,47,47,49,58,31,48,45,98,46,51,37,56,50
12961,1811,10326,VAN BUREN ST & 33RD AVE,Phoenix,,3,Weekday,42,42,43,49,27,49,47,83,40,43,59,46,41
12962,1812,10325,VAN BUREN ST & 35TH AVE,Phoenix,,3,Weekday,182,182,188,283,162,237,207,412,200,205,257,240,213
12963,1813,10324,VAN BUREN ST & 37TH AVE,Phoenix,,3,Weekday,5,5,5,8,5,9,7,11,9,13,15,12,28
12964,1814,10323,VAN BUREN ST & 39TH AVE,Phoenix,,3,Weekday,17,17,17,25,15,22,18,35,18,20,22,25,20
12965,1815,10322,VAN BUREN ST & 41ST AVE,Phoenix,,3,Weekday,12,12,12,18,10,15,14,25,13,15,17,16,21
12966,1816,10321,VAN BUREN ST & 43RD AVE,Phoenix,,3,Weekday,62,62,64,86,49,84,74,132,63,74,78,78,75
12967,1817,10320,VAN BUREN ST & 45TH AVE,Phoenix,,3,Weekday,10,10,10,7,4,7,6,11,5,6,6,4,6
12968,1818,10319,VAN BUREN ST & 47TH AVE,Phoenix,,3,Weekday,12,12,13,13,6,13,14,24,8,7,8,9,8
12969,1819,10318,VAN BUREN ST & 49TH AVE,Phoenix,,3,Weekday,4,4,4,6,4,3,5,11,6,9,7,8,9
12970,1820,10317,VAN BUREN ST & 51ST AVE,Phoenix,,3,Weekday,41,41,42,62,41,64,72,108,64,76,101,92,78
12971,1821,10340,VAN BUREN ST & 5TH AVE,Phoenix,,3 | 562 | 563 | 573,Weekday,27,27,28,20,11,19,18,39,16,45,18,17,17
12972,1822,10339,VAN BUREN ST & 7TH AVE,Phoenix,,3,Weekday,70,70,72,108,64,91,79,164,94,132,100,92,87
12973,1823,18645,NB 83RD AVE FS INDIAN SCHOOL RD,Phoenix,,83,Weekday,12,12,13,11,7,12,23,63,33,37,44,41,38
12974,1825,18646,NB 83RD AVE FS GLENROSA AVE,Phoenix,,83,Weekday,3,3,3,1,0,5,5,6,3,3,4,3,3
12975,1827,10332,VAN BUREN ST & I-17 FWY,Phoenix,,3,Weekday,15,15,16,17,8,13,12,23,10,16,18,17,15
12976,1831,10328,VAN BUREN ST & 29TH AVE,Phoenix,,3,Weekday,23,23,24,29,16,24,22,41,18,17,26,19,18
12977,1849,11754,YORKSHIRE DR & 31ST AVE,Phoenix,,27,Weekday,3,3,3,2,1,6,9,8,2,2,3,1,2
12978,1850,11753,YORKSHIRE DR & 33RD AVE,Phoenix,,27,Weekday,1,1,1,1,0,1,1,2,0,0,0,1,0
12979,1851,11752,YORKSHIRE DR & 35TH AVE,Phoenix,,27,Weekday,4,4,5,6,4,8,8,12,6,8,8,4,4
12980,1852,11756,UTOPIA RD -- I-17 FWY & 23RD AVE,Phoenix,,27,Weekday,3,3,3,4,2,6,5,7,2,2,1,0,0
12981,1853,11755,YORKSHIRE DR & 27TH AVE,Phoenix,,27,Weekday,2,2,2,4,2,4,3,5,5,5,4,4,5
12982,1855,18647,NB 83RD AVE FS CAMPBELL AVE,Phoenix,,83,Weekday,4,4,4,5,3,6,6,13,5,6,6,5,5
12983,1863,11197,NORTHERN AVE & 14TH ST --WESTBOUND,Phoenix,,80,Weekday,28,28,29,36,25,34,34,55,20,18,20,19,14
12984,1864,18648,NB 83RD AVE FS HIGHLAND AVE,Phoenix,,83,Weekday,0,0,0,0,0,0,1,3,1,1,2,1,2
12985,1865,10779,SB 83RD AVE FS CAMELBACK RD,Phoenix,,83,Weekday,15,15,16,40,24,37,35,75,34,43,46,44,39
12986,1866,18649,SB 83RD AVE FS ELM ST,Phoenix,,83,Weekday,4,4,4,2,1,3,3,4,1,3,2,2,1
12987,1868,18650,SB 83RD AVE FS CAMPBELL AVE,Phoenix,,83,Weekday,0,0,0,,,,0,,,,,,0
12988,1869,18651,SB 83RD AVE FS GLENROSA AVE,Phoenix,,83,Weekday,4,4,4,5,2,7,6,7,2,3,3,3,3
12989,1870,18652,SB 83RD AVE FS MCDOWELL RD,Phoenix,,83,Weekday,6,6,6,7,5,13,13,26,14,18,19,19,14
12990,1872,18653,SB 83RD AVE FS ROOSEVELT ST,Phoenix,,83,Weekday,1,1,1,0,0,2,2,3,0,0,4,0,1
12991,1873,18654,SB 83RD AVE FS PIERCE ST,Phoenix,,83,Weekday,1,1,1,0,0,,,0,0,0,0,0,0
12992,1875,,NB 15TH AVE FS W GRANT ST,Phoenix,,,Weekday,7,7,8,13,6,13,12,27,15,19,20,19,17
12993,1876,,NB 15TH AVE FS W JEFFERSON ST,Phoenix,,,Weekday,12,12,13,18,13,26,20,28,16,16,19,19,21
12994,1877,,SB 15TH AVE FS W JEFFERSON ST,Phoenix,,,Weekday,5,5,6,5,5,9,7,9,7,5,5,5,8
12995,1878,15620,EB CACTUS RD FS PARADISE VILLAGE PARKWAY W,Phoenix,,138,Weekday,5,5,5,4,2,6,10,8,3,4,6,5,6
12996,1879,11716,METRO PKWY & CHERYL DR,Phoenix,,27,Weekday,14,14,14,17,9,16,12,22,13,23,15,13,11
12997,1880,11717,METRO PKWY & COCHISE DR,Phoenix,,27,Weekday,9,9,9,12,5,9,8,10,6,12,9,7,6
12998,1881,,WB CACTUS RD FS TATUM BLVD,Phoenix,,,Weekday,30,30,31,40,23,42,41,72,38,38,45,39,41
12999,1893,10873,11TH ST & FILLMORE ST,Phoenix,,12,Weekday,11,11,11,22,11,17,15,32,14,16,22,20,19
13000,1918,10901,12TH ST & OCOTILLO RD,Phoenix,,12,Weekday,1,1,1,2,0,3,2,2,1,1,1,1,1
13001,1919,10887,12TH ST & OSBORN RD,Phoenix,,12,Weekday,3,3,3,7,3,9,7,7,4,4,4,4,4
13002,1894,15491,11TH ST & ROOSEVELT ST,Phoenix,,12,Weekday,11,11,12,29,14,24,20,36,15,22,24,25,25
13003,1895,18399,11TH ST & VAN BUREN ST,Phoenix,,12,Weekday,27,27,28,52,27,59,50,92,42,44,50,50,49
13004,1896,10890,12TH ST & DEVONSHIRE AVE,Phoenix,,12,Weekday,11,11,11,21,13,26,18,34,17,11,11,10,10
13005,1897,10891,12TH ST & TURNEY AVE,Phoenix,,12,Weekday,4,4,4,9,4,9,8,13,5,4,4,3,4
13006,1898,10910,12TH ST & ALICE AVE,Phoenix,,12,Weekday,2,2,2,1,1,2,2,11,4,3,2,1,1
13007,1899,10906,12TH ST & BELMONT AVE,Phoenix,,12,Weekday,2,2,2,4,2,5,5,10,4,6,6,4,5
13008,1900,18200,12TH ST & BETHANY HOME RD,Phoenix,,12,Weekday,5,5,5,9,6,12,12,19,10,10,9,10,10
13009,1901,10909,12TH ST & BUTLER DR,Phoenix,,12,Weekday,5,5,5,3,2,4,3,6,2,2,2,1,1
13010,1902,10894,12TH ST & CAMELBACK RD,Phoenix,,12,Weekday,12,12,12,19,12,23,23,42,15,16,20,22,20
13011,1903,10892,12TH ST & CAMPBELL AVE,Phoenix,,12,Weekday,6,6,7,16,8,23,19,34,15,17,23,18,15
13012,1904,10888,12TH ST & CLARENDON AVE,Phoenix,,12,Weekday,2,2,2,5,2,5,3,6,2,2,3,3,3
13013,1905,10895,12TH ST & COLTER ST,Phoenix,,12,Weekday,3,3,3,4,2,7,5,8,3,3,3,3,3
13014,1906,10911,12TH ST & DUNLAP AVE,Phoenix,, SSCR | 12,Weekday,3,3,3,7,4,6,5,9,3,3,3,4,4
13015,1907,10902,12TH ST & GLENDALE AVE,Phoenix,,12,Weekday,10,10,10,13,8,14,11,21,12,13,16,15,13
13016,1908,10908,12TH ST & GRISWOLD RD,Phoenix,,12,Weekday,1,1,1,3,1,6,4,4,1,0,1,1,1
13017,1909,10893,12TH ST & HIGHLAND AVE,Phoenix,,12,Weekday,7,7,8,11,7,11,9,18,7,5,8,7,8
13018,1910,10889,12TH ST & INDIAN SCHOOL RD,Phoenix,,12,Weekday,20,20,20,32,21,33,31,66,29,29,32,29,30
13019,1911,10900,12TH ST & MARYLAND AVE,Phoenix,,12,Weekday,5,5,5,8,5,8,7,13,8,8,10,7,9
13020,1912,10877,12TH ST & MCDOWELL RD,Phoenix,,12,Weekday,15,15,16,28,17,37,34,55,23,33,36,29,31
13021,1913,10896,12TH ST & MISSOURI AVE,Phoenix,,12,Weekday,6,6,6,11,6,10,8,11,4,5,9,9,6
13022,1914,10897,12TH ST & MONTEBELLO AVE,Phoenix,,12,Weekday,1,1,1,5,2,7,6,8,1,1,2,1,0
13023,1915,10903,12TH ST & MYRTLE AVE,Phoenix,,12,Weekday,2,2,2,2,1,4,3,3,1,1,1,1,1
13024,1916,10907,12TH ST & NORTHERN AVE,Phoenix,,12,Weekday,12,12,12,17,12,20,20,43,22,20,21,21,20
13025,1917,10879,12TH ST & OAK ST,Phoenix,,12,Weekday,4,4,4,13,5,9,7,12,6,6,6,6,5
13026,1920,10878,12TH ST & PALM LN,Phoenix,,12,Weekday,3,3,3,7,3,9,7,8,4,4,6,5,6
13027,1921,10899,12TH ST & ROSE LN,Phoenix,,12,Weekday,4,4,4,5,3,6,5,9,2,3,5,4,4
13028,1922,10880,12TH ST & VIRGINIA AVE,Phoenix,,12,Weekday,10,10,10,24,9,25,16,34,7,6,11,18,13
13029,1923,10876,12TH ST & WILLETTA ST,Phoenix,,12,Weekday,11,11,12,19,11,26,21,37,19,19,21,19,19
13030,1924,10881,12TH ST & THOMAS RD,Phoenix,,12,Weekday,21,21,22,21,9,35,26,43,11,23,38,34,26
13031,1925,10905,12TH ST & WAGON WHEEL DR,Phoenix,,12,Weekday,2,2,2,3,2,4,3,1,1,3,2,2,3
13032,1926,10904,12TH ST & STATE AVE,Phoenix,,12,Weekday,0,0,0,2,0,2,1,1,0,1,1,1,1
13033,1929,11072,15TH AVE & CAMELBACK RD,Phoenix,,15,Weekday,8,8,8,14,7,13,17,22,15,14,16,14,14
13034,1930,11070,15TH AVE & CAMPBELL AVE,Phoenix,,15,Weekday,2,2,2,3,2,4,5,4,2,1,2,2,2
13035,1931,11067,15TH AVE & CLARENDON AVE,Phoenix,,15,Weekday,10,10,10,13,8,16,16,23,9,12,12,13,16
13036,1932,15723,15TH AVE & COCHISE DR,Phoenix,,106,Weekday,6,6,6,6,2,7,8,15,9,9,11,9,7
13037,1933,18186,15TH AVE & COLTER ST,Phoenix,,15,Weekday,4,4,4,4,2,5,5,5,2,1,2,2,1
