,Q1,Q2,Q3,Q4,2018
6796,24.0,14.0,15.0,13.0,
6797,43.0,22.0,21.0,26.0,
6798,5.0,2.0,2.0,2.0,
6799,5.0,2.0,2.0,2.0,
6800,1.0,0.0,0.0,0.0,
6801,4.0,2.0,1.0,1.0,
6804,8.0,5.0,4.0,6.0,
6805,20.0,10.0,10.0,10.0,
6806,107.0,61.0,71.0,64.0,
6807,229.0,119.0,121.0,134.0,
6812,103.0,48.0,49.0,53.0,
6813,246.0,108.0,108.0,124.0,
6816,4.0,2.0,2.0,2.0,
6817,8.0,5.0,5.0,6.0,
6818,2.0,0.0,0.0,0.0,
6819,7.0,3.0,3.0,3.0,
6834,9.0,5.0,10.0,6.0,
6835,32.0,18.0,29.0,21.0,
6836,5.0,2.0,2.0,3.0,
6837,13.0,5.0,6.0,6.0,
6842,55.0,37.0,40.0,37.0,
6843,109.0,62.0,60.0,76.0,
6846,17.0,9.0,14.0,12.0,
6847,48.0,23.0,24.0,30.0,
6852,12.0,4.0,6.0,5.0,
6853,16.0,8.0,10.0,8.0,
6860,9.0,3.0,3.0,3.0,
6861,14.0,5.0,5.0,6.0,
6864,388.0,224.0,338.0,242.0,
6865,721.0,380.0,509.0,431.0,
6866,15.0,9.0,9.0,7.0,
6867,24.0,14.0,14.0,17.0,
6872,11.0,6.0,7.0,6.0,
6873,17.0,8.0,9.0,9.0,
6874,38.0,19.0,26.0,25.0,
6875,55.0,27.0,34.0,36.0,
6876,3.0,3.0,4.0,3.0,
6877,7.0,6.0,8.0,7.0,
6878,141.0,87.0,83.0,83.0,
6879,326.0,166.0,154.0,175.0,
6880,38.0,19.0,18.0,21.0,
6881,67.0,33.0,35.0,41.0,
6882,5.0,2.0,3.0,2.0,
6883,13.0,3.0,4.0,5.0,
6884,18.0,11.0,22.0,21.0,
6885,36.0,19.0,31.0,28.0,
6896,16.0,9.0,3.0,1.0,
6897,34.0,17.0,6.0,2.0,
6900,14.0,9.0,65.0,7.0,
6901,168.0,94.0,736.0,141.0,
6902,3.0,3.0,2.0,2.0,
6903,10.0,6.0,5.0,7.0,
6904,5.0,3.0,3.0,2.0,
6905,11.0,6.0,6.0,6.0,
6906,1.0,1.0,1.0,0.0,
6907,2.0,2.0,1.0,1.0,
6908,1.0,1.0,1.0,1.0,
6909,3.0,1.0,1.0,1.0,
6910,0.0,0.0,0.0,0.0,
6911,1.0,0.0,1.0,2.0,
6916,17.0,9.0,22.0,11.0,
6917,32.0,18.0,24.0,22.0,
6918,1.0,0.0,0.0,0.0,
6919,2.0,1.0,1.0,2.0,
6920,1.0,0.0,0.0,0.0,
6921,7.0,2.0,2.0,2.0,
6922,2.0,1.0,1.0,1.0,
6923,2.0,1.0,1.0,2.0,
6924,7.0,3.0,4.0,4.0,
6925,10.0,4.0,4.0,4.0,
6926,41.0,25.0,25.0,23.0,
6927,54.0,33.0,28.0,33.0,
6928,26.0,17.0,25.0,21.0,
6929,34.0,17.0,22.0,22.0,
6934,24.0,13.0,12.0,14.0,
6935,47.0,23.0,20.0,26.0,
6936,2.0,1.0,0.0,1.0,
6937,3.0,1.0,0.0,1.0,
6938,2.0,0.0,1.0,0.0,
6939,2.0,1.0,1.0,1.0,
6940,28.0,15.0,36.0,18.0,
6941,80.0,43.0,72.0,48.0,
6942,2.0,1.0,1.0,1.0,
6943,4.0,2.0,2.0,4.0,
6944,1.0,0.0,0.0,0.0,
6945,1.0,0.0,0.0,0.0,
6946,1.0,0.0,0.0,1.0,
6947,2.0,1.0,1.0,1.0,
6948,0.0,0.0,0.0,0.0,
6949,2.0,1.0,1.0,1.0,
6950,8.0,3.0,5.0,4.0,
6951,16.0,6.0,8.0,11.0,
6952,5.0,1.0,2.0,1.0,
6953,6.0,2.0,2.0,2.0,
6954,15.0,7.0,7.0,6.0,
6955,21.0,11.0,9.0,11.0,
6956,1.0,0.0,,0.0,
6957,1.0,0.0,0.0,0.0,
6958,47.0,25.0,30.0,31.0,
6959,77.0,39.0,40.0,47.0,
6960,15.0,6.0,7.0,7.0,
6961,23.0,12.0,10.0,11.0,
6962,1.0,0.0,0.0,0.0,
6963,1.0,1.0,0.0,1.0,
6964,31.0,20.0,19.0,29.0,
6965,53.0,30.0,33.0,43.0,
6966,3.0,2.0,2.0,1.0,
6967,4.0,5.0,2.0,3.0,
6968,29.0,22.0,17.0,17.0,
6969,70.0,38.0,43.0,52.0,
6970,6.0,2.0,3.0,3.0,
6971,15.0,7.0,7.0,8.0,
6972,73.0,44.0,51.0,50.0,
6973,176.0,89.0,93.0,108.0,
6974,76.0,40.0,47.0,56.0,
6975,174.0,85.0,93.0,112.0,
6976,61.0,28.0,37.0,36.0,
6977,141.0,68.0,71.0,82.0,
6978,6.0,3.0,4.0,4.0,
6979,15.0,8.0,11.0,12.0,
6980,18.0,12.0,10.0,11.0,
6981,76.0,36.0,36.0,41.0,
6982,31.0,18.0,21.0,19.0,
6983,61.0,39.0,38.0,41.0,
6984,1.0,3.0,5.0,4.0,
6985,4.0,8.0,10.0,9.0,
6986,16.0,8.0,7.0,9.0,
6987,23.0,12.0,12.0,10.0,
6988,24.0,14.0,20.0,20.0,
6989,57.0,28.0,36.0,43.0,
6990,108.0,65.0,69.0,69.0,
6991,229.0,112.0,121.0,137.0,
6992,9.0,4.0,3.0,3.0,
6993,47.0,21.0,24.0,27.0,
6994,8.0,5.0,8.0,5.0,
6995,28.0,14.0,17.0,18.0,
6996,5.0,3.0,4.0,4.0,
6997,10.0,5.0,5.0,9.0,
6998,8.0,3.0,6.0,7.0,
6999,18.0,9.0,10.0,12.0,
7000,2.0,0.0,1.0,0.0,
7001,10.0,3.0,4.0,5.0,
7002,5.0,4.0,4.0,4.0,
7003,14.0,6.0,7.0,8.0,
7012,6.0,5.0,4.0,4.0,
7013,15.0,6.0,7.0,7.0,
7014,4.0,2.0,2.0,2.0,
7015,15.0,10.0,17.0,9.0,
7016,77.0,50.0,52.0,49.0,
7017,181.0,86.0,82.0,103.0,
7018,60.0,32.0,36.0,33.0,
7019,99.0,51.0,46.0,61.0,
7020,1.0,1.0,8.0,1.0,
7021,2.0,1.0,2.0,3.0,
7022,90.0,57.0,67.0,68.0,
7023,206.0,107.0,106.0,133.0,
7024,11.0,10.0,9.0,8.0,
7025,30.0,15.0,17.0,22.0,
7026,7.0,5.0,15.0,20.0,
7027,32.0,18.0,30.0,39.0,
7028,3.0,3.0,3.0,2.0,
7029,15.0,6.0,7.0,10.0,
7030,25.0,12.0,15.0,19.0,
7031,64.0,30.0,31.0,42.0,
7032,6.0,4.0,5.0,5.0,
7033,19.0,11.0,10.0,16.0,
7034,75.0,43.0,51.0,49.0,
7035,169.0,83.0,81.0,102.0,
7036,12.0,8.0,10.0,8.0,
7037,52.0,24.0,25.0,38.0,
7038,12.0,6.0,2.0,1.0,
7039,22.0,10.0,3.0,2.0,
7040,15.0,9.0,13.0,11.0,
7041,33.0,15.0,17.0,22.0,
7042,1.0,1.0,1.0,1.0,
7043,4.0,2.0,2.0,6.0,
7044,2.0,1.0,1.0,1.0,
7045,5.0,3.0,3.0,4.0,
7046,12.0,6.0,5.0,5.0,
7047,55.0,24.0,19.0,26.0,
7048,4.0,2.0,2.0,3.0,
7049,16.0,8.0,10.0,16.0,
7050,7.0,3.0,3.0,4.0,
7051,23.0,12.0,15.0,18.0,
7054,11.0,6.0,7.0,6.0,
7055,31.0,17.0,16.0,22.0,
7086,20.0,12.0,5.0,3.0,
7087,47.0,22.0,17.0,15.0,
7088,1.0,0.0,1.0,0.0,
7089,9.0,1.0,1.0,1.0,
7090,5.0,2.0,2.0,2.0,
7091,13.0,9.0,6.0,8.0,
7092,3.0,2.0,4.0,2.0,
7093,8.0,4.0,5.0,4.0,
7094,83.0,42.0,44.0,46.0,
7095,175.0,81.0,92.0,107.0,
7096,42.0,25.0,28.0,27.0,
7097,100.0,48.0,49.0,58.0,
7098,13.0,9.0,11.0,9.0,
7099,31.0,17.0,17.0,17.0,
7100,12.0,6.0,9.0,8.0,
7101,31.0,16.0,16.0,22.0,
7102,4.0,1.0,1.0,2.0,
7103,16.0,7.0,6.0,6.0,
7104,38.0,35.0,30.0,27.0,
7105,84.0,50.0,46.0,52.0,
7106,33.0,23.0,16.0,17.0,
7107,69.0,37.0,30.0,33.0,
7108,5.0,1.0,1.0,1.0,
7109,6.0,3.0,4.0,4.0,
7110,23.0,16.0,17.0,17.0,
7111,88.0,39.0,46.0,58.0,
7112,1.0,0.0,0.0,0.0,
7113,2.0,1.0,1.0,1.0,
7114,13.0,8.0,8.0,9.0,
7115,62.0,26.0,30.0,37.0,
7116,25.0,17.0,20.0,22.0,
7117,73.0,35.0,34.0,44.0,
7118,3.0,2.0,3.0,2.0,
7119,79.0,38.0,38.0,40.0,
7120,9.0,6.0,5.0,17.0,
7121,26.0,14.0,16.0,18.0,
7122,2.0,1.0,1.0,1.0,
7123,9.0,4.0,4.0,4.0,
7124,5.0,3.0,3.0,3.0,
7125,12.0,5.0,6.0,6.0,
7126,13.0,6.0,9.0,8.0,
7127,24.0,13.0,17.0,19.0,
7128,5.0,2.0,3.0,3.0,
7129,36.0,12.0,18.0,21.0,
7130,39.0,22.0,22.0,24.0,
7131,76.0,38.0,39.0,45.0,
7132,6.0,2.0,1.0,1.0,
7133,12.0,5.0,3.0,3.0,
7134,1.0,1.0,1.0,1.0,
7135,3.0,2.0,2.0,3.0,
7136,1.0,4.0,12.0,5.0,
7137,7.0,27.0,74.0,50.0,
7138,16.0,7.0,10.0,11.0,
7139,33.0,20.0,19.0,20.0,
7140,130.0,76.0,157.0,90.0,
7141,340.0,164.0,283.0,208.0,
7142,94.0,52.0,170.0,63.0,
7143,234.0,123.0,305.0,146.0,
7144,81.0,49.0,62.0,58.0,
7145,194.0,106.0,119.0,140.0,
7146,68.0,38.0,47.0,46.0,
7147,138.0,67.0,73.0,81.0,
7148,3.0,2.0,2.0,1.0,
7149,9.0,5.0,5.0,5.0,
7150,11.0,6.0,8.0,7.0,
7151,54.0,29.0,33.0,40.0,
7152,41.0,25.0,28.0,23.0,
7153,82.0,45.0,42.0,49.0,
7154,10.0,7.0,9.0,7.0,
7155,26.0,14.0,14.0,15.0,
7156,7.0,7.0,86.0,2.0,
7157,196.0,109.0,875.0,84.0,
7158,38.0,23.0,26.0,24.0,
7159,84.0,45.0,47.0,56.0,
7160,19.0,11.0,12.0,15.0,
7161,35.0,20.0,19.0,24.0,
7162,4.0,3.0,3.0,7.0,
7163,12.0,7.0,8.0,13.0,
7164,18.0,10.0,13.0,14.0,
7165,47.0,24.0,27.0,38.0,
7166,32.0,19.0,23.0,18.0,
7167,123.0,63.0,71.0,77.0,
7168,6.0,2.0,3.0,3.0,
7169,14.0,6.0,6.0,9.0,
7170,94.0,58.0,117.0,69.0,
7171,170.0,90.0,159.0,105.0,
7172,22.0,12.0,15.0,16.0,
7173,112.0,52.0,61.0,88.0,
7174,194.0,110.0,242.0,133.0,
7175,366.0,195.0,322.0,222.0,
7176,7.0,5.0,6.0,9.0,
7177,19.0,12.0,13.0,23.0,
7178,17.0,14.0,13.0,9.0,
7179,63.0,48.0,54.0,57.0,
7180,0.0,5.0,10.0,12.0,
7181,0.0,15.0,28.0,34.0,
7182,30.0,17.0,18.0,19.0,
7183,60.0,31.0,34.0,38.0,
7202,1.0,1.0,1.0,2.0,
7203,4.0,2.0,2.0,3.0,
7212,2.0,1.0,1.0,1.0,
7213,5.0,1.0,2.0,2.0,
7214,3.0,1.0,1.0,1.0,
7215,5.0,1.0,1.0,1.0,
7216,4.0,1.0,2.0,2.0,
7217,10.0,5.0,5.0,3.0,
7218,10.0,7.0,9.0,8.0,
7219,33.0,14.0,20.0,25.0,
7220,6.0,3.0,3.0,3.0,
7221,10.0,5.0,7.0,6.0,
7222,12.0,5.0,10.0,7.0,
7223,27.0,12.0,13.0,14.0,
7224,6.0,4.0,4.0,4.0,
7225,13.0,6.0,8.0,7.0,
7226,20.0,11.0,13.0,15.0,
7227,40.0,20.0,23.0,24.0,
7228,14.0,9.0,10.0,8.0,
7229,36.0,18.0,19.0,20.0,
7230,5.0,2.0,3.0,3.0,
7231,7.0,3.0,5.0,6.0,
7232,12.0,7.0,8.0,6.0,
7233,22.0,9.0,9.0,12.0,
7234,3.0,1.0,1.0,1.0,
7235,7.0,2.0,4.0,5.0,
7236,13.0,8.0,7.0,6.0,
7237,25.0,11.0,9.0,12.0,
7238,3.0,1.0,1.0,1.0,
7239,3.0,1.0,2.0,1.0,
7240,18.0,10.0,12.0,12.0,
7241,27.0,15.0,18.0,19.0,
7242,10.0,7.0,6.0,8.0,
7243,33.0,14.0,11.0,18.0,
7244,24.0,16.0,23.0,17.0,
7245,47.0,26.0,27.0,28.0,
7246,2.0,2.0,3.0,4.0,
7247,2.0,3.0,4.0,5.0,
7248,10.0,7.0,9.0,7.0,
7249,34.0,16.0,16.0,21.0,
7250,4.0,3.0,4.0,4.0,
7251,21.0,11.0,11.0,16.0,
7252,4.0,2.0,2.0,3.0,
7253,14.0,7.0,9.0,10.0,
7254,1.0,1.0,1.0,1.0,
7255,3.0,1.0,3.0,3.0,
7256,2.0,0.0,0.0,1.0,
7257,2.0,1.0,1.0,1.0,
7258,34.0,25.0,21.0,27.0,
7259,67.0,30.0,33.0,37.0,
7260,4.0,2.0,3.0,3.0,
7261,13.0,5.0,5.0,9.0,
7262,1.0,4.0,0.0,1.0,
7263,4.0,1.0,1.0,3.0,
7264,1.0,0.0,0.0,1.0,
7265,5.0,2.0,1.0,2.0,
7266,4.0,2.0,2.0,2.0,
7267,14.0,4.0,9.0,7.0,
7268,1.0,0.0,0.0,0.0,
7269,2.0,1.0,1.0,1.0,
7270,5.0,2.0,3.0,2.0,
7271,74.0,20.0,19.0,34.0,
7272,11.0,5.0,5.0,5.0,
7273,20.0,10.0,12.0,12.0,
7274,6.0,3.0,3.0,3.0,
7275,9.0,5.0,6.0,6.0,
7276,3.0,1.0,1.0,2.0,
7277,9.0,4.0,5.0,5.0,
7278,3.0,1.0,1.0,2.0,
7279,27.0,12.0,15.0,23.0,
7280,10.0,6.0,5.0,6.0,
7281,15.0,5.0,7.0,7.0,
7282,5.0,2.0,2.0,2.0,
7283,9.0,5.0,5.0,5.0,
7290,4.0,1.0,1.0,0.0,
7291,6.0,1.0,1.0,1.0,
7296,5.0,4.0,2.0,3.0,
7297,3.0,2.0,2.0,3.0,
7298,6.0,3.0,4.0,5.0,
7299,12.0,6.0,7.0,8.0,
7306,27.0,14.0,16.0,12.0,
7307,52.0,26.0,29.0,33.0,
7308,14.0,10.0,12.0,11.0,
7309,21.0,16.0,18.0,13.0,
7312,3.0,1.0,0.0,0.0,
7313,3.0,0.0,1.0,1.0,
7318,7.0,3.0,3.0,8.0,
7319,11.0,4.0,4.0,5.0,
7322,26.0,16.0,14.0,16.0,
7323,70.0,34.0,34.0,47.0,
7324,12.0,6.0,8.0,9.0,
7325,23.0,11.0,13.0,17.0,
7326,1.0,1.0,2.0,2.0,
7327,2.0,1.0,2.0,2.0,
7330,2.0,1.0,1.0,0.0,
7331,10.0,5.0,7.0,8.0,
7332,39.0,22.0,53.0,27.0,
7333,68.0,34.0,48.0,45.0,
7334,89.0,49.0,53.0,56.0,
7335,192.0,91.0,92.0,110.0,
7336,18.0,10.0,13.0,14.0,
7337,79.0,35.0,35.0,46.0,
7342,11.0,6.0,7.0,5.0,
7343,21.0,9.0,15.0,10.0,
7344,53.0,28.0,31.0,26.0,
7345,97.0,47.0,46.0,50.0,
7350,128.0,66.0,66.0,66.0,
7351,266.0,133.0,120.0,142.0,
7354,71.0,37.0,44.0,51.0,
7355,185.0,86.0,91.0,112.0,
7356,6.0,3.0,4.0,5.0,
7357,10.0,6.0,3.0,9.0,
7360,25.0,16.0,14.0,13.0,
7361,52.0,22.0,25.0,25.0,
7362,7.0,1.0,1.0,1.0,
7363,10.0,3.0,3.0,3.0,
7364,24.0,13.0,13.0,14.0,
7365,47.0,20.0,21.0,21.0,
7368,4.0,2.0,1.0,2.0,
7369,11.0,5.0,4.0,6.0,
7372,7.0,3.0,3.0,4.0,
7373,15.0,5.0,7.0,8.0,
7374,43.0,26.0,21.0,22.0,
7375,84.0,46.0,34.0,52.0,
7378,18.0,15.0,19.0,17.0,
7379,35.0,20.0,31.0,20.0,
7380,144.0,82.0,85.0,78.0,
7381,352.0,161.0,168.0,202.0,
7382,45.0,28.0,30.0,26.0,
7383,108.0,56.0,60.0,67.0,
7384,17.0,8.0,9.0,7.0,
7385,46.0,16.0,15.0,20.0,
7386,6.0,2.0,4.0,4.0,
7387,9.0,4.0,7.0,11.0,
7392,30.0,15.0,12.0,12.0,
7393,50.0,24.0,28.0,27.0,
7394,,,,,
7395,28.0,20.0,89.0,33.0,
7404,15.0,7.0,6.0,7.0,
7405,31.0,13.0,8.0,10.0,
7408,13.0,10.0,10.0,12.0,
7409,32.0,17.0,18.0,19.0,
7410,18.0,10.0,19.0,13.0,
7411,39.0,21.0,25.0,20.0,
7418,6.0,4.0,5.0,4.0,
7419,12.0,7.0,7.0,10.0,
7424,248.0,149.0,173.0,181.0,
7425,402.0,215.0,242.0,286.0,
7428,29.0,16.0,21.0,20.0,
7429,84.0,40.0,41.0,48.0,
7436,25.0,10.0,14.0,10.0,
7437,56.0,17.0,24.0,22.0,
7458,20.0,9.0,16.0,12.0,
7459,53.0,25.0,55.0,34.0,
7460,16.0,9.0,23.0,10.0,
7461,41.0,21.0,37.0,26.0,
7462,5.0,4.0,2.0,4.0,
7463,19.0,10.0,12.0,12.0,
7474,15.0,6.0,5.0,5.0,
7475,37.0,13.0,12.0,13.0,
7476,2.0,0.0,,,
7477,194.0,100.0,624.0,94.0,
7480,2.0,0.0,,,
7481,6.0,1.0,12.0,2.0,
7490,5.0,0.0,0.0,1.0,
7491,8.0,1.0,1.0,3.0,
7492,5.0,0.0,0.0,1.0,
7493,9.0,1.0,1.0,3.0,
7494,5.0,1.0,1.0,2.0,
7495,9.0,2.0,1.0,2.0,
7496,13.0,2.0,1.0,8.0,
7497,28.0,5.0,3.0,16.0,
7498,2.0,0.0,0.0,1.0,
7499,9.0,2.0,0.0,1.0,
7500,3.0,1.0,0.0,1.0,
7501,4.0,0.0,0.0,3.0,
7502,1.0,0.0,,0.0,
7503,4.0,1.0,0.0,2.0,
7504,14.0,2.0,1.0,9.0,
7505,23.0,4.0,2.0,13.0,
7506,3.0,1.0,0.0,2.0,
7507,6.0,1.0,0.0,2.0,
7508,3.0,1.0,1.0,2.0,
7509,6.0,0.0,2.0,3.0,
7510,3.0,0.0,1.0,2.0,
7511,8.0,1.0,0.0,4.0,
7512,12.0,1.0,1.0,8.0,
7513,14.0,2.0,2.0,12.0,
7518,58.0,38.0,72.0,83.0,
7519,101.0,61.0,95.0,109.0,
7520,4.0,1.0,0.0,2.0,
7521,13.0,2.0,1.0,8.0,
7522,1.0,1.0,0.0,1.0,
7523,2.0,0.0,0.0,2.0,
7524,2.0,0.0,0.0,1.0,
7525,3.0,1.0,1.0,2.0,
7526,0.0,,,0.0,
7527,1.0,0.0,,,
7528,3.0,1.0,0.0,2.0,
7529,36.0,5.0,4.0,26.0,
7530,4.0,0.0,,0.0,
7531,7.0,0.0,0.0,2.0,
7536,12.0,4.0,5.0,5.0,
7537,17.0,6.0,6.0,6.0,
7538,2.0,1.0,1.0,2.0,
7539,3.0,2.0,2.0,3.0,
7540,418.0,267.0,1619.0,275.0,
7541,973.0,558.0,2912.0,646.0,
7542,,,,0.0,
7543,16.0,9.0,14.0,3.0,
7544,,,,,
7545,3.0,1.0,4.0,2.0,
7546,,0.0,0.0,0.0,
7547,1.0,0.0,0.0,0.0,
7548,32.0,18.0,20.0,25.0,
7549,72.0,30.0,34.0,45.0,
7550,1.0,1.0,1.0,0.0,
7551,1.0,0.0,0.0,1.0,
7552,5.0,1.0,1.0,2.0,
7553,6.0,2.0,1.0,2.0,
7554,1.0,1.0,1.0,1.0,
7555,3.0,2.0,4.0,2.0,
7556,2.0,1.0,1.0,1.0,
7557,4.0,1.0,1.0,1.0,
7558,6.0,4.0,6.0,4.0,
7559,12.0,6.0,14.0,5.0,
7560,24.0,14.0,16.0,14.0,
7561,50.0,23.0,18.0,22.0,
7562,69.0,40.0,40.0,44.0,
7563,205.0,88.0,92.0,106.0,
7564,2.0,0.0,1.0,1.0,
7565,5.0,2.0,2.0,1.0,
7566,2.0,0.0,0.0,2.0,
7567,4.0,1.0,1.0,8.0,
7568,33.0,23.0,26.0,30.0,
7569,53.0,30.0,29.0,32.0,
7570,19.0,17.0,18.0,15.0,
7571,30.0,16.0,19.0,20.0,
7572,15.0,10.0,10.0,10.0,
7573,25.0,14.0,16.0,14.0,
7574,103.0,54.0,76.0,87.0,
7575,174.0,92.0,119.0,138.0,
7576,4.0,6.0,2.0,2.0,
7577,8.0,8.0,6.0,7.0,
7578,13.0,11.0,15.0,26.0,
7579,26.0,15.0,19.0,20.0,
7580,4.0,1.0,1.0,1.0,
7581,8.0,2.0,3.0,2.0,
7582,16.0,9.0,11.0,11.0,
7583,26.0,12.0,13.0,14.0,
7584,59.0,33.0,33.0,42.0,
7585,96.0,53.0,56.0,63.0,
7586,2.0,1.0,1.0,1.0,
7587,4.0,2.0,2.0,3.0,
7588,2.0,1.0,1.0,1.0,
7589,3.0,2.0,2.0,2.0,
7590,19.0,9.0,11.0,12.0,
7591,23.0,10.0,17.0,18.0,
7592,4.0,2.0,3.0,3.0,
7593,5.0,3.0,3.0,4.0,
7594,37.0,20.0,23.0,25.0,
7595,56.0,35.0,34.0,42.0,
7596,4.0,2.0,2.0,2.0,
7597,7.0,2.0,2.0,3.0,
7598,5.0,1.0,2.0,1.0,
7599,1.0,1.0,1.0,0.0,
7600,22.0,13.0,14.0,15.0,
7601,31.0,17.0,19.0,25.0,
7602,4.0,3.0,3.0,2.0,
7603,14.0,6.0,8.0,10.0,
7604,18.0,9.0,11.0,10.0,
7605,39.0,16.0,20.0,19.0,
7606,37.0,18.0,24.0,28.0,
7607,69.0,34.0,43.0,52.0,
7616,67.0,37.0,68.0,49.0,
7617,139.0,66.0,73.0,83.0,
7618,9.0,2.0,2.0,3.0,
7619,8.0,4.0,4.0,5.0,
7620,5.0,2.0,2.0,2.0,
7621,9.0,3.0,3.0,5.0,
7622,13.0,7.0,9.0,9.0,
7623,21.0,11.0,12.0,14.0,
7624,62.0,32.0,44.0,57.0,
7625,140.0,66.0,78.0,95.0,
7626,17.0,5.0,2.0,3.0,
7627,14.0,5.0,3.0,4.0,
7628,1.0,0.0,0.0,0.0,
7629,1.0,0.0,0.0,0.0,
7630,16.0,6.0,7.0,6.0,
7631,30.0,14.0,13.0,13.0,
7632,18.0,13.0,11.0,11.0,
7633,32.0,12.0,16.0,18.0,
7634,10.0,6.0,8.0,8.0,
7635,19.0,9.0,12.0,14.0,
7636,19.0,10.0,12.0,12.0,
7637,30.0,20.0,19.0,19.0,
7638,5.0,1.0,1.0,1.0,
7639,4.0,1.0,1.0,1.0,
7642,3.0,0.0,0.0,0.0,
7643,2.0,0.0,0.0,0.0,
7644,16.0,7.0,24.0,8.0,
7645,42.0,22.0,66.0,23.0,
7646,6.0,3.0,4.0,5.0,
7647,10.0,5.0,7.0,10.0,
7648,11.0,6.0,7.0,6.0,
7649,29.0,16.0,15.0,16.0,
7670,16.0,8.0,12.0,7.0,
7671,31.0,14.0,20.0,22.0,
7672,2.0,1.0,0.0,0.0,
7673,14.0,1.0,1.0,2.0,
7674,12.0,9.0,11.0,9.0,
7675,23.0,12.0,18.0,20.0,
7676,1.0,0.0,0.0,0.0,
7677,6.0,6.0,4.0,0.0,
7678,4.0,1.0,1.0,1.0,
7679,6.0,1.0,5.0,3.0,
7680,3.0,1.0,1.0,1.0,
7681,17.0,4.0,3.0,7.0,
7682,0.0,0.0,0.0,0.0,
7683,1.0,1.0,1.0,1.0,
7684,43.0,25.0,25.0,25.0,
7685,71.0,40.0,42.0,46.0,
7686,55.0,37.0,37.0,37.0,
7687,102.0,48.0,57.0,67.0,
7688,9.0,4.0,4.0,4.0,
7689,13.0,5.0,3.0,4.0,
7690,11.0,7.0,6.0,4.0,
7691,23.0,12.0,11.0,13.0,
7696,19.0,12.0,14.0,13.0,
7697,44.0,27.0,26.0,29.0,
7730,27.0,17.0,20.0,19.0,
7731,61.0,33.0,36.0,42.0,
7742,126.0,72.0,92.0,90.0,
7743,327.0,150.0,183.0,216.0,
7744,4.0,1.0,1.0,2.0,
7745,14.0,5.0,5.0,7.0,
7746,9.0,4.0,5.0,7.0,
7747,30.0,11.0,13.0,22.0,
7748,128.0,64.0,76.0,68.0,
7749,291.0,128.0,140.0,180.0,
7750,20.0,12.0,16.0,17.0,
7751,136.0,57.0,68.0,84.0,
7752,30.0,17.0,18.0,16.0,
7753,78.0,32.0,36.0,39.0,
7754,9.0,4.0,3.0,5.0,
7755,14.0,5.0,4.0,7.0,
7756,129.0,77.0,89.0,82.0,
7757,287.0,137.0,158.0,185.0,
7758,11.0,4.0,6.0,4.0,
7759,37.0,13.0,16.0,22.0,
7760,76.0,42.0,44.0,46.0,
7761,213.0,85.0,88.0,102.0,
7762,8.0,3.0,5.0,9.0,
7763,18.0,6.0,8.0,11.0,
7764,14.0,4.0,6.0,5.0,
7765,41.0,12.0,22.0,32.0,
7766,13.0,10.0,9.0,8.0,
7767,22.0,14.0,12.0,17.0,
7776,,0.0,0.0,0.0,
7777,0.0,0.0,0.0,0.0,
7778,8.0,5.0,8.0,7.0,
7779,16.0,11.0,12.0,12.0,
7780,6.0,4.0,5.0,3.0,
7781,12.0,11.0,6.0,7.0,
7782,1.0,1.0,1.0,0.0,
7783,2.0,1.0,1.0,1.0,
7786,8.0,1.0,1.0,1.0,
7787,11.0,2.0,2.0,3.0,
7788,271.0,173.0,237.0,162.0,
7789,468.0,255.0,349.0,295.0,
7790,19.0,9.0,8.0,7.0,
7791,44.0,21.0,21.0,23.0,
7792,13.0,7.0,7.0,7.0,
7793,42.0,21.0,21.0,25.0,
7796,4.0,1.0,2.0,2.0,
7797,21.0,7.0,9.0,12.0,
7808,23.0,11.0,9.0,10.0,
7809,43.0,20.0,21.0,24.0,
7812,49.0,31.0,40.0,33.0,
7813,89.0,45.0,62.0,57.0,
7814,8.0,2.0,1.0,2.0,
7815,12.0,2.0,1.0,3.0,
7816,43.0,27.0,29.0,25.0,
7817,60.0,34.0,43.0,48.0,
7818,5.0,0.0,0.0,0.0,
7819,9.0,1.0,1.0,2.0,
7822,19.0,12.0,14.0,13.0,
7823,26.0,14.0,16.0,21.0,
7824,6.0,3.0,3.0,1.0,
7825,8.0,5.0,4.0,1.0,
7826,24.0,15.0,20.0,14.0,
7827,33.0,19.0,26.0,23.0,
7828,1.0,1.0,1.0,1.0,
7829,3.0,1.0,2.0,2.0,
7830,22.0,13.0,15.0,14.0,
7831,45.0,23.0,24.0,24.0,
7832,24.0,15.0,22.0,24.0,
7833,58.0,32.0,32.0,42.0,
7834,328.0,196.0,233.0,207.0,
7835,680.0,345.0,339.0,375.0,
7836,19.0,13.0,17.0,16.0,
7837,87.0,41.0,46.0,54.0,
7850,1.0,1.0,0.0,0.0,
7851,3.0,1.0,1.0,1.0,
7854,16.0,18.0,12.0,13.0,
7855,38.0,18.0,18.0,24.0,
7856,15.0,13.0,12.0,12.0,
7857,47.0,25.0,25.0,27.0,
7858,12.0,6.0,7.0,7.0,
7859,41.0,19.0,20.0,27.0,
7864,25.0,15.0,18.0,15.0,
7865,62.0,32.0,37.0,35.0,
7866,3.0,2.0,1.0,2.0,
7867,10.0,5.0,5.0,5.0,
7868,12.0,6.0,8.0,6.0,
7869,14.0,9.0,11.0,10.0,
7870,12.0,5.0,7.0,12.0,
7871,17.0,10.0,11.0,10.0,
