,Q1,Q2,Q3,Q4,2018
9961,174.0,89.0,94.0,125.0,
9964,28.0,16.0,18.0,21.0,
9965,57.0,28.0,25.0,29.0,
9966,14.0,5.0,5.0,6.0,
9967,35.0,14.0,14.0,13.0,
9968,2.0,1.0,0.0,0.0,
9969,5.0,1.0,0.0,1.0,
9970,27.0,17.0,19.0,20.0,
9971,49.0,26.0,27.0,27.0,
9972,2.0,2.0,1.0,1.0,
9973,4.0,1.0,1.0,1.0,
9974,3.0,1.0,3.0,5.0,
9975,3.0,3.0,2.0,1.0,
9986,8.0,7.0,8.0,7.0,
9987,20.0,10.0,11.0,15.0,
9988,4.0,3.0,3.0,2.0,
9989,12.0,6.0,6.0,6.0,
9990,1.0,1.0,1.0,1.0,
9991,3.0,2.0,2.0,1.0,
9992,7.0,5.0,6.0,7.0,
9993,25.0,12.0,16.0,18.0,
9994,5.0,4.0,4.0,4.0,
9995,18.0,8.0,13.0,13.0,
9996,0.0,0.0,,,
9997,1.0,0.0,0.0,,
9998,2.0,1.0,1.0,1.0,
9999,11.0,5.0,8.0,10.0,
10000,13.0,7.0,10.0,10.0,
10001,41.0,17.0,21.0,25.0,
10002,4.0,2.0,3.0,2.0,
10003,23.0,8.0,12.0,13.0,
10004,11.0,5.0,5.0,4.0,
10005,36.0,9.0,13.0,15.0,
10006,5.0,5.0,7.0,6.0,
10007,25.0,13.0,18.0,24.0,
10008,5.0,3.0,4.0,4.0,
10009,14.0,7.0,10.0,8.0,
10010,5.0,4.0,4.0,5.0,
10011,20.0,12.0,13.0,18.0,
10012,2.0,1.0,1.0,1.0,
10013,4.0,2.0,3.0,4.0,
10014,2.0,0.0,0.0,1.0,
10015,8.0,2.0,3.0,4.0,
10016,3.0,2.0,6.0,6.0,
10017,13.0,4.0,6.0,9.0,
10018,20.0,13.0,13.0,11.0,
10019,44.0,24.0,24.0,26.0,
10020,6.0,3.0,3.0,2.0,
10021,12.0,7.0,8.0,5.0,
10022,6.0,4.0,5.0,4.0,
10023,45.0,18.0,29.0,36.0,
10024,1.0,0.0,1.0,1.0,
10025,5.0,2.0,2.0,4.0,
10026,0.0,1.0,0.0,0.0,
10027,1.0,1.0,0.0,1.0,
10028,4.0,8.0,13.0,6.0,
10029,11.0,11.0,17.0,10.0,
10030,3.0,5.0,7.0,4.0,
10031,8.0,6.0,6.0,7.0,
10032,7.0,4.0,4.0,3.0,
10033,10.0,6.0,11.0,10.0,
10034,42.0,31.0,50.0,29.0,
10035,76.0,46.0,55.0,69.0,
10036,8.0,4.0,5.0,6.0,
10037,12.0,7.0,10.0,9.0,
10038,1.0,43.0,101.0,7.0,
10039,3.0,89.0,164.0,19.0,
10040,14.0,9.0,9.0,2.0,
10041,13.0,7.0,7.0,2.0,
10042,21.0,19.0,21.0,12.0,
10043,44.0,28.0,29.0,28.0,
10056,2.0,6.0,8.0,1.0,
10057,1.0,3.0,6.0,1.0,
10058,9.0,16.0,34.0,6.0,
10059,14.0,18.0,30.0,12.0,
10060,2.0,1.0,1.0,1.0,
10061,7.0,2.0,1.0,2.0,
10062,6.0,6.0,6.0,6.0,
10063,14.0,8.0,10.0,9.0,
10066,2.0,0.0,0.0,0.0,
10067,3.0,1.0,0.0,0.0,
10080,4.0,0.0,0.0,0.0,
10081,4.0,1.0,1.0,1.0,
10082,4.0,1.0,1.0,0.0,
10083,3.0,1.0,1.0,2.0,
10084,8.0,6.0,5.0,6.0,
10085,11.0,3.0,4.0,5.0,
10086,1.0,1.0,1.0,1.0,
10087,2.0,1.0,1.0,2.0,
10088,9.0,4.0,6.0,6.0,
10089,12.0,5.0,5.0,10.0,
10092,2.0,1.0,0.0,1.0,
10093,4.0,0.0,0.0,0.0,
10094,10.0,7.0,8.0,6.0,
10095,20.0,13.0,11.0,11.0,
10096,11.0,6.0,7.0,8.0,
10097,26.0,12.0,14.0,17.0,
10098,2.0,1.0,1.0,1.0,
10099,8.0,4.0,4.0,6.0,
10100,3.0,2.0,3.0,2.0,
10101,11.0,6.0,6.0,7.0,
10102,2.0,1.0,2.0,1.0,
10103,10.0,4.0,4.0,6.0,
10104,64.0,38.0,42.0,44.0,
10105,136.0,63.0,67.0,77.0,
10106,5.0,3.0,4.0,3.0,
10107,16.0,7.0,6.0,7.0,
10108,46.0,29.0,31.0,29.0,
10109,101.0,51.0,53.0,60.0,
10110,18.0,9.0,11.0,14.0,
10111,59.0,27.0,28.0,39.0,
10112,5.0,4.0,5.0,3.0,
10113,14.0,6.0,8.0,6.0,
10114,4.0,1.0,2.0,1.0,
10115,9.0,3.0,2.0,4.0,
10116,3.0,1.0,1.0,1.0,
10117,10.0,4.0,3.0,9.0,
10118,24.0,14.0,14.0,17.0,
10119,51.0,25.0,25.0,32.0,
10120,7.0,4.0,4.0,2.0,
10121,16.0,6.0,6.0,6.0,
10122,6.0,5.0,5.0,4.0,
10123,15.0,8.0,6.0,10.0,
10124,45.0,24.0,31.0,27.0,
10125,93.0,50.0,47.0,56.0,
10126,4.0,2.0,3.0,2.0,
10127,11.0,4.0,4.0,5.0,
10128,19.0,13.0,13.0,12.0,
10129,96.0,36.0,48.0,63.0,
10130,4.0,2.0,2.0,2.0,
10131,12.0,4.0,4.0,10.0,
10132,10.0,4.0,5.0,5.0,
10133,17.0,7.0,7.0,9.0,
10134,15.0,7.0,7.0,9.0,
10135,31.0,11.0,14.0,23.0,
10136,3.0,1.0,1.0,1.0,
10137,12.0,2.0,3.0,4.0,
10138,12.0,8.0,7.0,7.0,
10139,245.0,86.0,112.0,157.0,
10144,10.0,1.0,2.0,2.0,
10145,29.0,6.0,8.0,8.0,
10148,30.0,15.0,34.0,22.0,
10149,130.0,53.0,97.0,76.0,
10170,7.0,4.0,4.0,5.0,
10171,51.0,25.0,24.0,29.0,
10186,48.0,22.0,24.0,34.0,
10187,141.0,66.0,72.0,82.0,
10194,0.0,0.0,0.0,0.0,
10195,2.0,1.0,2.0,1.0,
10196,2.0,1.0,1.0,1.0,
10197,4.0,1.0,1.0,2.0,
10198,1.0,0.0,0.0,0.0,
10199,1.0,0.0,0.0,0.0,
10200,1.0,0.0,0.0,2.0,
10201,1.0,1.0,1.0,0.0,
10202,1.0,0.0,0.0,0.0,
10203,2.0,1.0,1.0,8.0,
10204,1.0,0.0,1.0,1.0,
10205,3.0,1.0,1.0,1.0,
10206,6.0,4.0,8.0,26.0,
10207,10.0,7.0,10.0,9.0,
10208,2.0,1.0,1.0,2.0,
10209,4.0,4.0,2.0,11.0,
10210,1.0,0.0,0.0,0.0,
10211,2.0,0.0,0.0,0.0,
10212,45.0,29.0,30.0,31.0,
10213,98.0,51.0,49.0,55.0,
10214,45.0,25.0,21.0,28.0,
10215,73.0,31.0,29.0,40.0,
10216,2.0,1.0,1.0,1.0,
10217,5.0,1.0,1.0,1.0,
10218,7.0,3.0,4.0,7.0,
10219,11.0,4.0,5.0,6.0,
10220,2.0,2.0,2.0,1.0,
10221,8.0,3.0,2.0,2.0,
10222,3.0,2.0,3.0,4.0,
10223,9.0,5.0,5.0,7.0,
10224,1.0,1.0,1.0,0.0,
10225,1.0,1.0,2.0,2.0,
10226,3.0,1.0,1.0,3.0,
10227,5.0,3.0,2.0,3.0,
10228,2.0,5.0,2.0,1.0,
10229,5.0,3.0,3.0,5.0,
10230,2.0,1.0,2.0,2.0,
10231,7.0,4.0,4.0,5.0,
10232,2.0,1.0,1.0,1.0,
10233,5.0,2.0,2.0,3.0,
10234,2.0,1.0,1.0,1.0,
10235,3.0,1.0,2.0,2.0,
10236,27.0,13.0,13.0,15.0,
10237,102.0,44.0,44.0,56.0,
10238,3.0,1.0,2.0,2.0,
10239,16.0,5.0,11.0,10.0,
10240,1.0,1.0,1.0,1.0,
10241,11.0,5.0,11.0,11.0,
10242,12.0,7.0,8.0,5.0,
10243,42.0,19.0,25.0,22.0,
10244,,,,,
10245,,0.0,0.0,,
10246,1.0,0.0,1.0,1.0,
10247,4.0,2.0,1.0,3.0,
10248,36.0,23.0,21.0,20.0,
10249,56.0,30.0,30.0,39.0,
10250,35.0,19.0,18.0,25.0,
10251,64.0,31.0,24.0,38.0,
10252,28.0,16.0,18.0,18.0,
10253,41.0,21.0,24.0,28.0,
10254,5.0,1.0,2.0,2.0,
10255,49.0,18.0,15.0,25.0,
10256,2.0,1.0,1.0,1.0,
10257,2.0,1.0,1.0,2.0,
10258,1.0,0.0,0.0,0.0,
10259,5.0,2.0,2.0,2.0,
10260,1.0,0.0,0.0,1.0,
10261,6.0,2.0,2.0,3.0,
10262,1.0,0.0,0.0,0.0,
10263,4.0,0.0,1.0,1.0,
10264,2.0,1.0,2.0,1.0,
10265,10.0,6.0,6.0,10.0,
10266,1.0,1.0,0.0,1.0,
10267,2.0,1.0,2.0,3.0,
10268,0.0,0.0,1.0,1.0,
10269,2.0,3.0,9.0,10.0,
10270,5.0,2.0,2.0,1.0,
10271,26.0,12.0,14.0,13.0,
10272,0.0,0.0,0.0,0.0,
10273,2.0,2.0,2.0,1.0,
10276,24.0,14.0,14.0,15.0,
10277,66.0,33.0,35.0,42.0,
10278,40.0,23.0,28.0,23.0,
10279,95.0,49.0,56.0,57.0,
10280,21.0,11.0,13.0,12.0,
10281,41.0,20.0,22.0,34.0,
10282,100.0,47.0,56.0,56.0,
10283,268.0,136.0,147.0,169.0,
10284,17.0,7.0,8.0,10.0,
10285,51.0,22.0,30.0,36.0,
10286,25.0,14.0,16.0,13.0,
10287,57.0,29.0,31.0,38.0,
10288,50.0,28.0,16.0,16.0,
10289,87.0,44.0,27.0,28.0,
10296,3.0,1.0,1.0,1.0,
10297,6.0,2.0,12.0,6.0,
10312,6.0,3.0,4.0,4.0,
10313,19.0,7.0,9.0,11.0,
10316,24.0,15.0,14.0,14.0,
10317,52.0,24.0,25.0,28.0,
10318,1.0,0.0,0.0,0.0,
10319,1.0,0.0,0.0,0.0,
10330,101.0,51.0,53.0,75.0,
10331,184.0,80.0,99.0,127.0,
10332,15.0,8.0,7.0,13.0,
10333,19.0,13.0,11.0,19.0,
10334,0.0,0.0,0.0,0.0,
10335,5.0,0.0,0.0,0.0,
10344,7.0,5.0,7.0,7.0,
10345,14.0,8.0,11.0,14.0,
10380,228.0,137.0,144.0,155.0,
10381,403.0,215.0,208.0,270.0,
10440,3.0,2.0,1.0,1.0,
10441,8.0,2.0,2.0,2.0,
10448,4.0,2.0,2.0,2.0,
10449,12.0,4.0,5.0,6.0,
10452,22.0,12.0,9.0,11.0,
10453,59.0,34.0,29.0,35.0,
10456,3.0,2.0,2.0,6.0,
10457,10.0,4.0,1.0,4.0,
10458,1.0,,,,
10459,4.0,3.0,10.0,2.0,
10462,7.0,4.0,4.0,3.0,
10463,12.0,7.0,5.0,6.0,
10470,1.0,1.0,0.0,0.0,
10471,8.0,4.0,5.0,9.0,
10482,22.0,11.0,17.0,11.0,
10483,32.0,17.0,20.0,23.0,
10486,45.0,34.0,35.0,38.0,
10487,114.0,64.0,70.0,75.0,
10488,33.0,17.0,12.0,13.0,
10489,93.0,35.0,38.0,42.0,
10490,3.0,1.0,2.0,1.0,
10491,7.0,3.0,4.0,4.0,
10492,3.0,1.0,2.0,1.0,
10493,7.0,3.0,4.0,4.0,
10504,11.0,5.0,5.0,5.0,
10505,35.0,14.0,11.0,14.0,
10506,12.0,5.0,5.0,6.0,
10507,16.0,7.0,7.0,9.0,
10508,27.0,14.0,16.0,17.0,
10509,52.0,26.0,28.0,30.0,
10510,52.0,35.0,36.0,35.0,
10511,112.0,60.0,64.0,62.0,
10512,1.0,0.0,0.0,0.0,
10513,2.0,0.0,0.0,0.0,
10514,24.0,16.0,17.0,20.0,
10515,40.0,21.0,21.0,27.0,
10516,10.0,5.0,6.0,5.0,
10517,18.0,9.0,14.0,14.0,
10518,22.0,14.0,16.0,13.0,
10519,42.0,22.0,25.0,25.0,
10520,1.0,0.0,0.0,0.0,
10521,1.0,0.0,0.0,0.0,
10522,3.0,1.0,1.0,0.0,
10523,2.0,2.0,5.0,2.0,
10524,4.0,1.0,1.0,1.0,
10525,3.0,1.0,1.0,1.0,
10526,4.0,1.0,1.0,0.0,
10527,6.0,2.0,2.0,1.0,
10528,18.0,11.0,10.0,10.0,
10529,44.0,21.0,20.0,31.0,
10530,1.0,0.0,,0.0,
10531,1.0,0.0,0.0,0.0,
10532,7.0,4.0,3.0,3.0,
10533,13.0,7.0,7.0,8.0,
10534,7.0,4.0,4.0,3.0,
10535,11.0,6.0,6.0,6.0,
10536,2.0,0.0,0.0,0.0,
10537,2.0,0.0,0.0,0.0,
10538,51.0,31.0,38.0,40.0,
10539,86.0,46.0,47.0,56.0,
10540,8.0,3.0,4.0,3.0,
10541,11.0,5.0,5.0,6.0,
10542,7.0,2.0,3.0,5.0,
10543,13.0,6.0,4.0,6.0,
10544,4.0,2.0,2.0,6.0,
10545,5.0,3.0,2.0,5.0,
10546,2.0,1.0,1.0,1.0,
10547,3.0,1.0,2.0,3.0,
10548,2.0,1.0,2.0,2.0,
10549,5.0,2.0,3.0,4.0,
10550,2.0,0.0,0.0,0.0,
10551,2.0,1.0,0.0,0.0,
10552,3.0,2.0,2.0,2.0,
10553,9.0,5.0,3.0,3.0,
10554,0.0,0.0,0.0,0.0,
10555,1.0,0.0,0.0,0.0,
10556,30.0,20.0,25.0,23.0,
10557,70.0,38.0,46.0,54.0,
10558,3.0,1.0,1.0,1.0,
10559,3.0,1.0,1.0,1.0,
10560,3.0,11.0,15.0,15.0,
10561,7.0,20.0,28.0,33.0,
10562,9.0,4.0,6.0,5.0,
10563,14.0,5.0,6.0,6.0,
10564,24.0,13.0,14.0,15.0,
10565,41.0,21.0,18.0,24.0,
10566,1.0,0.0,0.0,0.0,
10567,4.0,1.0,0.0,0.0,
10568,64.0,36.0,40.0,38.0,
10569,115.0,58.0,56.0,67.0,
10570,6.0,3.0,3.0,3.0,
10571,11.0,5.0,5.0,5.0,
10572,30.0,18.0,18.0,16.0,
10573,74.0,38.0,42.0,49.0,
10574,1.0,0.0,0.0,0.0,
10575,2.0,0.0,0.0,1.0,
10576,8.0,4.0,5.0,6.0,
10577,65.0,37.0,41.0,41.0,
10578,1.0,,0.0,0.0,
10579,2.0,0.0,0.0,0.0,
10580,4.0,2.0,2.0,2.0,
10581,9.0,4.0,3.0,3.0,
10582,6.0,1.0,0.0,1.0,
10583,6.0,1.0,1.0,2.0,
10584,2.0,2.0,3.0,1.0,
10585,2.0,4.0,4.0,3.0,
10586,2.0,0.0,0.0,0.0,
10587,2.0,1.0,0.0,1.0,
10588,18.0,8.0,8.0,5.0,
10589,52.0,23.0,22.0,24.0,
10590,4.0,0.0,0.0,0.0,
10591,3.0,1.0,1.0,1.0,
10592,4.0,1.0,1.0,1.0,
10593,4.0,2.0,2.0,1.0,
10594,27.0,16.0,18.0,19.0,
10595,76.0,36.0,37.0,51.0,
10596,0.0,0.0,0.0,0.0,
10597,1.0,0.0,0.0,0.0,
10598,3.0,3.0,3.0,4.0,
10599,11.0,5.0,5.0,6.0,
10600,4.0,3.0,2.0,2.0,
10601,6.0,3.0,3.0,4.0,
10602,7.0,2.0,2.0,2.0,
10603,10.0,3.0,2.0,3.0,
10604,2.0,0.0,0.0,0.0,
10605,3.0,1.0,1.0,1.0,
10606,1.0,0.0,0.0,0.0,
10607,1.0,0.0,1.0,1.0,
10608,8.0,3.0,3.0,3.0,
10609,11.0,6.0,6.0,7.0,
10610,41.0,22.0,24.0,26.0,
10611,69.0,35.0,34.0,42.0,
10612,3.0,0.0,0.0,0.0,
10613,3.0,0.0,0.0,0.0,
10614,44.0,24.0,30.0,32.0,
10615,77.0,40.0,40.0,43.0,
10616,7.0,3.0,1.0,1.0,
10617,13.0,5.0,5.0,4.0,
10618,66.0,42.0,46.0,42.0,
10619,129.0,66.0,64.0,75.0,
10620,10.0,7.0,7.0,6.0,
10621,27.0,11.0,12.0,15.0,
10622,5.0,2.0,2.0,2.0,
10623,5.0,2.0,3.0,4.0,
10624,3.0,1.0,2.0,5.0,
10625,3.0,1.0,3.0,6.0,
10626,27.0,15.0,15.0,16.0,
10627,46.0,26.0,24.0,28.0,
10628,23.0,12.0,11.0,22.0,
10629,57.0,29.0,30.0,36.0,
10630,40.0,25.0,30.0,33.0,
10631,82.0,45.0,48.0,57.0,
10632,3.0,3.0,5.0,4.0,
10633,3.0,6.0,10.0,8.0,
10634,9.0,6.0,6.0,6.0,
10635,25.0,10.0,12.0,16.0,
10636,4.0,2.0,2.0,1.0,
10637,9.0,5.0,4.0,3.0,
10638,44.0,21.0,27.0,23.0,
10639,70.0,33.0,35.0,35.0,
10640,1.0,0.0,1.0,1.0,
10641,4.0,1.0,2.0,2.0,
10642,3.0,1.0,2.0,2.0,
10643,7.0,2.0,7.0,6.0,
10644,87.0,54.0,51.0,48.0,
10645,239.0,107.0,93.0,103.0,
10646,8.0,4.0,6.0,5.0,
10647,14.0,6.0,7.0,7.0,
10648,11.0,6.0,8.0,7.0,
10649,22.0,12.0,9.0,11.0,
10650,90.0,48.0,50.0,50.0,
10651,204.0,100.0,91.0,108.0,
10652,4.0,0.0,0.0,0.0,
10653,4.0,1.0,0.0,0.0,
10654,26.0,15.0,14.0,13.0,
10655,45.0,22.0,19.0,21.0,
10656,7.0,2.0,4.0,3.0,
10657,13.0,6.0,5.0,5.0,
10658,37.0,22.0,26.0,25.0,
10659,65.0,31.0,35.0,38.0,
10660,27.0,16.0,17.0,16.0,
10661,55.0,25.0,25.0,28.0,
10662,10.0,10.0,10.0,8.0,
10663,45.0,24.0,30.0,30.0,
10664,1.0,1.0,1.0,1.0,
10665,2.0,1.0,1.0,1.0,
10666,3.0,1.0,0.0,1.0,
10667,5.0,1.0,0.0,1.0,
10668,3.0,1.0,1.0,1.0,
10669,4.0,1.0,1.0,1.0,
10670,2.0,1.0,1.0,1.0,
10671,4.0,2.0,2.0,3.0,
10672,46.0,25.0,27.0,28.0,
10673,85.0,45.0,43.0,50.0,
10674,18.0,11.0,10.0,10.0,
10675,29.0,14.0,12.0,13.0,
10676,64.0,38.0,40.0,41.0,
10677,162.0,81.0,83.0,98.0,
10678,37.0,23.0,23.0,24.0,
10679,57.0,31.0,29.0,32.0,
10680,19.0,10.0,11.0,8.0,
10681,26.0,15.0,12.0,12.0,
10682,19.0,17.0,25.0,8.0,
10683,45.0,24.0,35.0,25.0,
10684,9.0,4.0,4.0,3.0,
10685,13.0,6.0,6.0,8.0,
10686,10.0,6.0,6.0,6.0,
10687,12.0,6.0,7.0,9.0,
10688,3.0,6.0,15.0,8.0,
10689,4.0,10.0,14.0,14.0,
10690,1.0,1.0,1.0,1.0,
10691,2.0,1.0,1.0,1.0,
10692,15.0,9.0,10.0,8.0,
10693,43.0,21.0,25.0,24.0,
10694,2.0,1.0,1.0,1.0,
10695,4.0,1.0,2.0,3.0,
10696,12.0,9.0,8.0,8.0,
10697,29.0,16.0,13.0,19.0,
10698,13.0,5.0,4.0,4.0,
10699,28.0,13.0,10.0,10.0,
10700,16.0,6.0,8.0,7.0,
10701,30.0,14.0,13.0,14.0,
10716,7.0,1.0,1.0,2.0,
10717,12.0,2.0,2.0,10.0,
10718,5.0,1.0,1.0,1.0,
10719,6.0,1.0,1.0,1.0,
10720,37.0,21.0,31.0,25.0,
10721,58.0,31.0,36.0,47.0,
10722,30.0,21.0,20.0,31.0,
10723,45.0,28.0,25.0,36.0,
10724,18.0,6.0,6.0,7.0,
10725,24.0,9.0,10.0,12.0,
10726,0.0,0.0,0.0,0.0,
10727,0.0,0.0,0.0,0.0,
10728,17.0,8.0,7.0,7.0,
10729,16.0,10.0,9.0,8.0,
10730,44.0,25.0,24.0,25.0,
10731,59.0,30.0,31.0,36.0,
10732,14.0,8.0,6.0,8.0,
10733,13.0,4.0,4.0,10.0,
10734,7.0,1.0,3.0,2.0,
10735,12.0,3.0,4.0,4.0,
10736,14.0,6.0,10.0,7.0,
10737,20.0,8.0,9.0,12.0,
10738,7.0,2.0,6.0,2.0,
10739,8.0,2.0,3.0,2.0,
10740,58.0,38.0,43.0,44.0,
10741,75.0,41.0,46.0,58.0,
10742,5.0,2.0,2.0,2.0,
10743,6.0,3.0,3.0,5.0,
10744,7.0,2.0,8.0,4.0,
10745,6.0,1.0,1.0,2.0,
10746,17.0,8.0,8.0,7.0,
10747,24.0,10.0,13.0,15.0,
10748,6.0,1.0,1.0,2.0,
10749,6.0,2.0,3.0,8.0,
10750,18.0,9.0,9.0,19.0,
10751,22.0,10.0,9.0,15.0,
10752,5.0,1.0,1.0,1.0,
10753,6.0,1.0,2.0,1.0,
10754,6.0,3.0,3.0,3.0,
10755,10.0,4.0,5.0,7.0,
10756,27.0,15.0,14.0,13.0,
10757,38.0,18.0,17.0,24.0,
10758,4.0,0.0,0.0,0.0,
10759,6.0,0.0,0.0,0.0,
10760,8.0,1.0,2.0,2.0,
10761,11.0,3.0,3.0,4.0,
10762,6.0,0.0,0.0,1.0,
10763,8.0,1.0,6.0,2.0,
10764,0.0,0.0,0.0,0.0,
10765,1.0,0.0,0.0,1.0,
10766,6.0,3.0,3.0,2.0,
10767,54.0,25.0,27.0,27.0,
10768,2.0,4.0,11.0,11.0,
10769,4.0,4.0,22.0,19.0,
10770,1.0,0.0,0.0,0.0,
10771,2.0,1.0,0.0,1.0,
10772,3.0,1.0,2.0,2.0,
10773,10.0,4.0,4.0,5.0,
10774,4.0,3.0,2.0,3.0,
10775,2.0,1.0,1.0,1.0,
10776,0.0,0.0,0.0,0.0,
10777,0.0,0.0,0.0,0.0,
10778,6.0,5.0,4.0,4.0,
10779,9.0,5.0,6.0,7.0,
10780,39.0,20.0,26.0,21.0,
10781,65.0,36.0,33.0,41.0,
10782,2.0,1.0,1.0,1.0,
10783,8.0,4.0,5.0,4.0,
10784,34.0,21.0,27.0,27.0,
10785,88.0,37.0,41.0,43.0,
10786,6.0,4.0,1.0,2.0,
10787,19.0,11.0,4.0,12.0,
10788,27.0,21.0,26.0,19.0,
10789,47.0,28.0,43.0,34.0,
10790,9.0,5.0,6.0,6.0,
10791,20.0,12.0,9.0,12.0,
10792,1.0,0.0,0.0,1.0,
10793,2.0,1.0,1.0,1.0,
10794,21.0,14.0,15.0,14.0,
10795,86.0,35.0,42.0,52.0,
10796,0.0,0.0,1.0,1.0,
10797,0.0,0.0,1.0,3.0,
10798,3.0,2.0,2.0,2.0,
10799,6.0,3.0,3.0,3.0,
10800,20.0,13.0,11.0,13.0,
10801,49.0,31.0,27.0,34.0,
10802,5.0,3.0,9.0,4.0,
10803,8.0,4.0,8.0,7.0,
10804,2.0,0.0,0.0,0.0,
10805,2.0,1.0,1.0,1.0,
10806,1.0,0.0,1.0,1.0,
10807,3.0,1.0,1.0,1.0,
10808,4.0,3.0,3.0,3.0,
10809,11.0,6.0,12.0,6.0,
10810,1.0,1.0,0.0,0.0,
10811,2.0,0.0,0.0,1.0,
10812,7.0,4.0,4.0,4.0,
10813,12.0,7.0,8.0,9.0,
10814,,0.0,0.0,0.0,
10815,0.0,0.0,0.0,0.0,
10816,10.0,6.0,6.0,5.0,
10817,34.0,18.0,15.0,15.0,
10818,3.0,1.0,1.0,0.0,
10819,11.0,5.0,5.0,6.0,
10820,0.0,0.0,0.0,0.0,
10821,1.0,1.0,1.0,1.0,
10822,17.0,10.0,11.0,11.0,
10823,36.0,19.0,20.0,22.0,
10824,29.0,18.0,21.0,18.0,
10825,95.0,49.0,48.0,51.0,
10826,2.0,2.0,2.0,2.0,
10827,14.0,7.0,7.0,8.0,
10828,,,,,
10829,274.0,142.0,1217.0,168.0,
10841,4.0,0.0,0.0,0.0,
10843,5.0,0.0,0.0,0.0,
10845,4.0,0.0,0.0,0.0,
10847,5.0,0.0,0.0,0.0,
10854,1.0,0.0,0.0,2.0,
10855,2.0,0.0,4.0,5.0,
10864,4.0,0.0,,,
10865,405.0,224.0,331.0,254.0,
10866,1.0,0.0,,,
10867,235.0,137.0,211.0,156.0,
10868,,,,,
10869,399.0,249.0,342.0,306.0,
10876,0.0,,,,
10877,315.0,183.0,278.0,207.0,
10878,14.0,5.0,13.0,11.0,
10879,75.0,26.0,38.0,38.0,
10887,63.0,38.0,30.0,44.0,
10888,228.0,126.0,311.0,142.0,
10889,120.0,78.0,62.0,86.0,
10890,277.0,156.0,430.0,174.0,
10891,73.0,57.0,82.0,66.0,
10892,161.0,99.0,422.0,120.0,
10897,27.0,19.0,18.0,18.0,
10898,85.0,39.0,115.0,48.0,
10899,54.0,51.0,37.0,57.0,
10900,136.0,75.0,215.0,91.0,
10901,30.0,20.0,21.0,35.0,
10902,59.0,32.0,81.0,40.0,
10903,21.0,12.0,11.0,13.0,
10904,51.0,26.0,69.0,28.0,
10905,101.0,53.0,41.0,76.0,
10906,164.0,80.0,153.0,98.0,
10907,68.0,43.0,26.0,62.0,
10908,107.0,54.0,111.0,72.0,
10977,1.0,1.0,1.0,2.0,
10978,3.0,1.0,2.0,3.0,
10979,1.0,1.0,1.0,2.0,
10980,3.0,1.0,2.0,3.0,
10982,1.0,0.0,,0.0,
10983,1.0,0.0,0.0,1.0,
10984,1.0,0.0,,0.0,
10985,1.0,0.0,0.0,1.0,
10986,2.0,0.0,2.0,0.0,
10987,2.0,0.0,0.0,1.0,
10988,2.0,0.0,2.0,0.0,
10989,2.0,0.0,0.0,1.0,
2018,30.266973052015878,15.72024308466052,23.027789473684212,19.005655634687894,
