"NoName","X","Y","StopID","NextRide","Location","Juris","WaterFountain","ADA","Type_","ATIS_ID","Direction","Long","Lat","Routes","Zip","City","Address","State","AUTO_UNIQUE_ID_2020-07-27_pwewiora08_filter_bus_1000","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedAPN","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4"
"1095","-111.911417233568","33.363325288070506","5165.0","16986.0","MCCLINTOCK DR & GUADALUPE RD","Tempe","No","Yes","Standard","5179.0","Southbound","-111.911417233568","33.363325288070506","81","","","","",360,"1",1015.8527,"","AggieReverseGeocoder","",4.01,"30148010L","6408 S MCCLINTOCK DR","Mesa","AZ","85283","3942"
"1096","-111.91135907144199","33.359468143882104","5158.0","15216.0","MCCLINTOCK DR & BELL DE MAR DR","Tempe","No","Yes","Standard","5172.0","Southbound","-111.91135907144199","33.359468143882104","81","","","","",361,"1",1062.4795,"","AggieReverseGeocoder","",4.01,"30192108","1729 E BELL DE MAR DR","Mesa","AZ","85283","4113"
"1097","-111.911340686826","33.3540748964964","5162.0","15217.0","MCCLINTOCK DR & DAVA DR","Tempe","No","Yes","Standard","5176.0","Southbound","-111.911340686826","33.3540748964964","81","","","","",362,"1",1078.1366,"","AggieReverseGeocoder","",4.01,"30192745","7207 S ALDER DR","Mesa","AZ","85283","4807"
"1098","-111.911403004889","33.348295673464605","8988.0","15231.0","MCCLINTOCK & ELLIOTT","Tempe","No","Yes","Standard","11428.0","Southbound","-111.911403004889","33.348295673464605","81","","","","",363,"1",1187.5059,"","AggieReverseGeocoder","",4.01,"30151845","7650 S MCCLINTOCK DR","Tempe","AZ","85284","1672"
"1099","-111.91130952495199","33.3442507961996","8989.0","15232.0","MCCLINTOCK & SECRETARIAT","Tempe","No","Yes","Standard","11429.0","Southbound","-111.91130952495199","33.3442507961996","81","","","","",364,"1",1156.2395,"","AggieReverseGeocoder","",4.01,"30151207","1717 E SECRETARIAT DR","Tempe","AZ","85284","1619"
"1100","-111.911286963876","33.339318066221104","8990.0","15233.0","MCCLINTOCK & CALLE DE CABALLOS","Tempe","No","Yes","Standard","11430.0","Southbound","-111.911286963876","33.339318066221104","81","","","","",365,"1",1125.0029,"","AggieReverseGeocoder","",4.01,"30122024A","1637 E CALLE DE CABALLOS","Tempe","AZ","85284","2409"
"1101","-111.911279056896","33.333737278513","8633.0","15218.0","MCCLINTOCK DR & WARNER RD","Tempe","No","Yes","Standard","10844.0","Southbound","-111.911279056896","33.333737278513","81","","","","",366,"1",1171.8845,"","AggieReverseGeocoder","",4.01,"30802075","1721 E WARNER RD","Tempe","AZ","85284","4555"
"1102","-111.911269562821","33.3312126579494","8632.0","15219.0","MCCLINTOCK DR & LA VIEVE LN","Tempe","No","Yes","Standard","10845.0","Southbound","-111.911269562821","33.3312126579494","81","","","","",367,"1",765.6204,"","AggieReverseGeocoder","",4.01,"30162151","1757 E LA VIEVE LN","Tempe","AZ","85284","4531"
"1103","-111.91126027662901","33.328583160974695","8631.0","15220.0","MCCLINTOCK DR & JEANINE DR","Tempe","No","Yes","Standard","10846.0","Southbound","-111.91126027662901","33.328583160974695","81","","","","",368,"1",812.4728,"","AggieReverseGeocoder","",4.01,"30162345","9301 S ALDER DR","Tempe","AZ","85284","3367"
"1117","-111.91104888887199","33.3286078181328","8628.0","15069.0","MCCLINTOCK DR & JEANINE DR","Tempe","No","Yes","Standard","10849.0","Northbound","-111.91104888887199","33.3286078181328","81","","","","",369,"1",734.4533,"","AggieReverseGeocoder","",4.01,"30163269","9214 S HEATHER DR","Tempe","AZ","85284","3438"
"1118","-111.91103981498999","33.3319401538242","8627.0","15070.0","MCCLINTOCK DR & LA VIEVE LN","Tempe","No","Yes","Standard","10847.0","Northbound","-111.91103981498999","33.3319401538242","81","","","","",370,"1",609.3537,"","AggieReverseGeocoder","",4.01,"30163683A","1815 E RANCH RD","Tempe","AZ","85284","3462"
"1119","-111.910628465183","33.3345153939828","946.0","15227.0","WARNER RD & MCCLINTOCK DR","Tempe","No","Yes","Standard","962.0","Eastbound","-111.910628465183","33.3345153939828","81","","","","",371,"1",1031.2528,"","AggieReverseGeocoder","",4.01,"30163013K","8805 S MCCLINTOCK DR","Tempe","AZ","85284","2532"
"1120","-111.90591872379999","33.334586042804105","945.0","15228.0","WARNER RD & LOS FELIZ DR","Tempe","No","Yes","Standard","961.0","Eastbound","-111.90591872379999","33.334586042804105","81","","","","",372,"1",656.2434,"","AggieReverseGeocoder","",4.01,"30163698","8803 S LOS FELIZ DR","Tempe","AZ","85284","3431"
"1121","-111.90322781757799","33.3346234573241","951.0","15229.0","WARNER RD & KENWOOD LN","Tempe","No","Yes","Standard","967.0","Eastbound","-111.90322781757799","33.3346234573241","81","","","","",373,"1",562.5041,"","AggieReverseGeocoder","",4.01,"30163779","8804 S KENWOOD LN","Tempe","AZ","85284","3482"
"1122","-111.90019262737101","33.334621604017","940.0","15230.0","WARNER RD & FAIRFIELD DR","Tempe","No","Yes","Standard","956.0","Eastbound","-111.90019262737101","33.334621604017","81","","","","",374,"1",578.1213,"","AggieReverseGeocoder","",4.01,"30163861","2033 E WARNER RD","Tempe","AZ","85284","3417"
"1123","-111.899131209501","33.3398490477074","9345.0","15140.0","CENTENNIAL & RIVER","Tempe","No","Yes","Standard","11922.0","Westbound","-111.899131209501","33.3398490477074","81","","","","",375,"1",1140.6289,"","AggieReverseGeocoder","",4.01,"30150866","8413 S KENWOOD LN","Tempe","AZ","85284","8018"
"1124","-111.90110203852","33.3348348479113","6167.0","15143.0","WARNER RD & FAIRFIELD DR","Tempe","No","Yes","Standard","6181.0","Westbound","-111.90110203852","33.3348348479113","81","","","","",376,"1",578.1271,"","AggieReverseGeocoder","",4.01,"30163016A","2002 E RANCH RD","Tempe","AZ","85284","3510"
"1125","-111.903785501056","33.3348059503212","7735.0","15144.0","WARNER RD & KENWOOD LN","Tempe","No","Yes","Standard","7749.0","Westbound","-111.903785501056","33.3348059503212","81","","","","",377,"1",640.6471,"","AggieReverseGeocoder","",4.01,"30801281","1973 E LOS ARBOLES DR","Tempe","AZ","85284","2588"
"1126","-111.906922071273","33.3347793476458","6173.0","15145.0","WARNER RD & LOS FELIZ DR","Tempe","No","Yes","Standard","6187.0","Westbound","-111.906922071273","33.3347793476458","81","","","","",378,"1",1078.1075,"","AggieReverseGeocoder","",4.01,"30150961","1840 E WARNER RD","Tempe","AZ","85284","3437"
"1127","-111.911020563391","33.3351169426112","8985.0","18100.0","MCCLINTOCK & WARNER","Tempe","No","Yes","Standard","11419.0","Northbound","-111.911020563391","33.3351169426112","81","","","","",379,"1",1093.7486,"","AggieReverseGeocoder","",4.01,"30150812C","1820 E WARNER RD","Tempe","AZ","85284","3404"
"1128","-111.911026682336","33.3397996577182","8986.0","18101.0","MCCLINTOCK & CALLE DE CABALLOS","Tempe","No","Yes","Standard","11426.0","Northbound","-111.911026682336","33.3397996577182","81","","","","",380,"1",1046.8757,"","AggieReverseGeocoder","",4.01,"30150022","8340 S KACHINA DR","Tempe","AZ","85284","2578"
"1129","-111.911028410849","33.3448682544553","8987.0","18156.0","MCCLINTOCK & SECRETARIAT","Tempe","No","Yes","Standard","11427.0","Northbound","-111.911028410849","33.3448682544553","81","","","","",381,"1",1281.2528,"","AggieReverseGeocoder","",4.01,"30151206","1718 E SECRETARIAT DR","Tempe","AZ","85284","1620"
"1130","-111.91103009027","33.3495172955096","3422.0","15072.0","MCCLINTOCK DR & ELLIOT RD","Tempe","No","Yes","Standard","3436.0","Northbound","-111.91103009027","33.3495172955096","81","","","","",382,"1",1203.1339,"","AggieReverseGeocoder","",4.01,"30149697B","1804 E ELLIOT RD","Tempe","AZ","85284","1703"
"1131","-111.911016322615","33.353958981016895","3416.0","15073.0","MCCLINTOCK DR & ANOZIRA PKWY N","Tempe","No","Yes","Standard","3430.0","Northbound","-111.911016322615","33.353958981016895","81","","","","",383,"1",1000.041,"","AggieReverseGeocoder","",4.01,"30811382","1803 E DAVA DR","Mesa","AZ","85283","4242"
"1132","-111.911056828032","33.3601063707828","3419.0","15074.0","MCCLINTOCK DR & BELL DE MAR DR","Tempe","No","Yes","Standard","3433.0","Northbound","-111.911056828032","33.3601063707828","81","","","","",384,"1",1109.3566,"","AggieReverseGeocoder","",4.01,"30149629","1820 E BELL DE MAR DR","Mesa","AZ","85283","4198"
"1133","-111.91101932983","33.3641943718233","3424.0","15075.0","MCCLINTOCK DR & GUADALUPE RD","Tempe","No","Yes","Standard","3438.0","Northbound","-111.91101932983","33.3641943718233","81","","","","",385,"1",1124.9756,"","AggieReverseGeocoder","",4.01,"30101473F","6349 S MCCLINTOCK DR","Mesa","AZ","85283","3246"
"1134","-111.911120025581","33.3698588270501","3432.0","15077.0","MCCLINTOCK DR & WATSON DR","Tempe","No","Yes","Standard","3446.0","Northbound","-111.911120025581","33.3698588270501","81","","","","",386,"1",1046.8747,"","AggieReverseGeocoder","",4.01,"30191394","5821 S ALDER DR","Mesa","AZ","85283","3104"
"1135","-111.911173001392","33.371840787321","3436.0","15078.0","MCCLINTOCK DR & CORNELL DR","Tempe","No","Yes","Standard","3450.0","Northbound","-111.911173001392","33.371840787321","81","","","","",387,"1",1031.256,"","AggieReverseGeocoder","",4.01,"30194048","5528 S HEATHER DR","Mesa","AZ","85283","2202"
"1136","-111.91001213786801","33.3757045227807","3428.0","15079.0","MCCLINTOCK DR & OXFORD DR","Tempe","No","Yes","Standard","3442.0","Northbound","-111.91001213786801","33.3757045227807","81 | 521","","","","",388,"1",1124.9941,"","AggieReverseGeocoder","",4.01,"30194232","5314 S HEATHER DR","Mesa","AZ","85283","2252"
"1137","-111.909087300044","33.3789254055568","3418.0","15080.0","MCCLINTOCK DR & BASELINE RD","Tempe","No","Yes","Standard","3432.0","Northbound","-111.909087300044","33.3789254055568","81","","","","",389,"1",1078.0995,"","AggieReverseGeocoder","",4.01,"13336004Y","1818 E BASELINE RD","Mesa","AZ","85283","1502"
"1138","-111.90907124326401","33.3809357986802","3423.0","15081.0","MCCLINTOCK DR & ELLIS DR","Tempe","No","Yes","Standard","3437.0","Northbound","-111.90907124326401","33.3809357986802","81","","","","",390,"1",984.383,"","AggieReverseGeocoder","",4.01,"13336412","4834 S HEATHER DR","Tempe","AZ","85282","7373"
"1139","-111.90900016327801","33.3840834020179","3434.0","15082.0","MCCLINTOCK DR & US 60","Tempe","No","Yes","Standard","3448.0","Northbound","-111.90900016327801","33.3840834020179","81","","","","",391,"1",1515.6314,"","AggieReverseGeocoder","",4.01,"13336004H","4525 S MCCLINTOCK DR","Tempe","AZ","85282","7398"
"1140","-111.908992353939","33.387148878903496","3433.0","15083.0","MCCLINTOCK DR & US 60","Tempe","No","Yes","Standard","3447.0","Northbound","-111.908992353939","33.387148878903496","81","","","","",392,"1",1453.126,"","AggieReverseGeocoder","",4.01,"13336969","4015 S MCCLINTOCK DR","Tempe","AZ","85282","5877"
"1141","-111.909010192558","33.3905708994199","3426.0","15084.0","MCCLINTOCK DR & LA JOLLA DR","Tempe","No","Yes","Standard","3440.0","Northbound","-111.909010192558","33.3905708994199","81","","","","",393,"1",1531.2589,"","AggieReverseGeocoder","",4.01,"13336003Y","3501 S MCCLINTOCK DR","Tempe","AZ","85282","5871"
"1142","-111.90891122729099","33.3932383760392","3430.0","15085.0","MCCLINTOCK DR & SOUTHERN AVE","Tempe","No","Yes","Standard","3444.0","Northbound","-111.90891122729099","33.3932383760392","81 | 520 | JUPI","","","","",394,"1",468.7472,"","AggieReverseGeocoder","",4.01,"13334006Q","3233 S MCCLINTOCK DR","Tempe","AZ","85282","5602"
"1143","-111.908934506966","33.3981011937185","3435.0","15086.0","MCCLINTOCK DR & CAMPUS DR","Tempe","No","Yes","Standard","3449.0","Northbound","-111.908934506966","33.3981011937185","81 | 520 | MARS","","","","",395,"1",500.0024,"","AggieReverseGeocoder","",4.01,"13334006E","1830 E DEL RIO DR","Tempe","AZ","85282","2823"
"1144","-111.908970028771","33.400453680522105","3415.0","15087.0","MCCLINTOCK DR & ALAMEDA DR","Tempe","No","Yes","Standard","3429.0","Northbound","-111.908970028771","33.400453680522105","81 | 520","","","","",396,"1",1531.2526,"","AggieReverseGeocoder","",4.01,"13334168","1806 E ALAMEDA DR","Tempe","AZ","85282","2814"
"1145","-111.908983417383","33.405033891996396","3429.0","15088.0","MCCLINTOCK DR & PALMCROFT DR","Tempe","No","Yes","Standard","3443.0","Northbound","-111.908983417383","33.405033891996396","81 | 520","","","","",397,"1",1359.3722,"","AggieReverseGeocoder","",4.01,"13344002","2107 S MCCLINTOCK DR","Tempe","AZ","85282","2605"
"1146","-111.908899376839","33.4080777876166","3420.0","15089.0","MCCLINTOCK DR & BROADWAY RD","Tempe","No","Yes","Standard","3434.0","Northbound","-111.908899376839","33.4080777876166","81","","","","",398,"1",453.1305,"","AggieReverseGeocoder","",4.01,"13305004B","1808 E BROADWAY RD","Tempe","AZ","85282","1614"
"1147","-111.90895414044701","33.4142776478979","3417.0","15090.0","MCCLINTOCK DR & APACHE BLVD","Tempe","No","Yes","Standard","3431.0","Northbound","-111.90895414044701","33.4142776478979","81","","","","",399,"1",1468.7473,"","AggieReverseGeocoder","",4.01,"13304014","1811 E APACHE BLVD","Mesa","AZ","85281","6085"
"1148","-111.908979252595","33.4178229234845","3421.0","15091.0","MCCLINTOCK DR & DON CARLOS AVE","Tempe","No","Yes","Standard","3435.0","Northbound","-111.908979252595","33.4178229234845","81","","","","",400,"1",1406.2514,"","AggieReverseGeocoder","",4.01,"13266100C","1001 S MCCLINTOCK DR","Mesa","AZ","85281","4503"
"1149","-111.90896285702601","33.4193697782232","3425.0","15092.0","MCCLINTOCK DR & HAYDEN LN","Tempe","No","Yes","Standard","3439.0","Northbound","-111.90896285702601","33.4193697782232","81","","","","",401,"1",1328.1285,"","AggieReverseGeocoder","",4.01,"13263020","925 S MCCLINTOCK DR","Mesa","AZ","85281","4566"
"1150","-111.909736591222","33.422125791251304","6093.0","12176.0","UNIVERSITY DR & MCCLINTOCK DR","Tempe","No","Yes","Standard","6107.0","Westbound","-111.909736591222","33.422125791251304","30 | 62","","","","",402,"1",1281.2307,"","AggieReverseGeocoder","",4.01,"13260031","1795 E UNIVERSITY DR","Mesa","AZ","85281","8497"
"1151","-111.92671689802799","33.4221582717561","6097.0","12179.0","UNIVERSITY DR & RURAL RD","Tempe","No","Yes","Standard","6111.0","Westbound","-111.92671689802799","33.4221582717561","30 | 62 | 72","","","","",403,"1",890.6378,"","AggieReverseGeocoder","",4.01,"13250032E","808 S RURAL RD","Mesa","AZ","85281","2003"
"1152","-111.938496441285","33.425598509064","5324.0","12507.0","5TH ST & MYRTLE AVE","Tempe","No","Yes","Standard","5338.0","Westbound","-111.938496441285","33.425598509064","48 | 62 | 65 | 66 | FSHF | EART | JUPI | MERC | VENU","","","","",404,"1",1109.3756,"","AggieReverseGeocoder","",4.01,"13228034","30 E 5TH ST","Mesa","AZ","85281","3602"
"1153","-111.940743507085","33.4255957695657","6256.0","13285.0","5TH ST & MILL AVE","Tempe","No","Yes","Standard","6270.0","Westbound","-111.940743507085","33.4255957695657","48 | 62 | VENU","","","","",405,"1",1296.8789,"","AggieReverseGeocoder","",4.01,"13229973","24 W 5TH ST","Mesa","AZ","85281","3650"
"1154","-111.94313918460101","33.4255900001411","9469.0","18451.0","5TH ST & ASH ST","Tempe","No","Yes","Standard","","Westbound","-111.94313918460101","33.4255900001411","62 | VENU","","","","",406,"1",1343.7548,"","AggieReverseGeocoder","",4.01,"13229011","230 W 5TH ST","Mesa","AZ","85281","3617"
"1155","-111.94285358744301","33.427278906030104","8921.0","13286.0","ASH AVE & 3RD ST","Tempe","No","Yes","Standard","5034.0","Northbound","-111.94285358744301","33.427278906030104","48","","","","",407,"1",1281.0891,"","AggieReverseGeocoder","",4.01,"13229971B","300 S ASH AVE","Mesa","AZ","85281","2875"
"1156","-111.942497599095","33.4292007214261","9419.0","18402.0","S ASH AV AT W RIO SALADO PKWY","Tempe","No","Yes","Standard","12054.0","Northbound","-111.942497599095","33.4292007214261","48","","","","",408,"1",1234.4012,"","AggieReverseGeocoder","",4.01,"13229972A","120 S ASH AVE","Mesa","AZ","85281","2801"
