"NoName","X","Y","StopID","NextRide","Location","Juris","WaterFountain","ADA","Type_","ATIS_ID","Direction","Long","Lat","Routes","Zip","City","Address","State","AUTO_UNIQUE_ID_2020-07-27_pwewiora08_filter_bus_1000","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedAPN","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4"
"10","-111.827483801307","33.380348306545","438.0","15992.0","JAVALINA AVE & LEWIS","Mesa","No","Yes","Standard","454.0","Eastbound","-111.827483801307","33.380348306545","120","","","","",11,"1",1421.8813,"","AggieReverseGeocoder","",4.01,"13949026","227 E JAVELINA AVE","Apache Junction","AZ","85210","6200"
"11","-111.82293846782801","33.3826046642914","3438.0","15993.0","MESA DR & COURY AVE","Mesa","No","Yes","Standard","3452.0","Northbound","-111.82293846782801","33.3826046642914","120","","","","",12,"1",1296.809,"","AggieReverseGeocoder","",4.01,"13912030","461 E AUTO CENTER DR","Mesa","AZ","85204","6500"
"12","-111.822832420086","33.4023387341046","3442.0","15998.0","MESA DR & FRANKLIN AVE","Mesa","No","Yes","Standard","3456.0","Northbound","-111.822832420086","33.4023387341046","120","","","","",13,"1",1500.0014,"","AggieReverseGeocoder","",4.01,"13925028","701 S MESA DR","Apache Junction","AZ","85210","2545"
"13","-111.82288032464199","33.4080023337287","3441.0","15999.0","MESA DR & BROADWAY RD","Mesa","No","Yes","Standard","3455.0","Northbound","-111.82288032464199","33.4080023337287","120","","","","",14,"1",1390.6294,"","AggieReverseGeocoder","",4.01,"13830052C","434 E BROADWAY RD","Mesa","AZ","85204","2020"
"14","-111.822835957329","33.4115779237804","3440.0","16000.0","MESA DR & 2ND AVE","Mesa","No","No","Standard","3454.0","Northbound","-111.822835957329","33.4115779237804","120","","","","",15,"1",1359.3751,"","AggieReverseGeocoder","",4.01,"13866079","144 S MESA DR","Apache Junction","AZ","85210","1474"
"15","-111.82282073613199","33.4175379166453","2979.0","16002.0","MESA DR & 1ST ST","Mesa","No","No","Standard","2993.0","Northbound","-111.82282073613199","33.4175379166453","120","","","","",16,"1",1343.7508,"","AggieReverseGeocoder","",4.01,"13826017A","402 E 1ST ST","Mesa","AZ","85203","8710"
"16","-111.822774285593","33.4197504857682","4678.0","16003.0","MESA DR & 2ND ST","Mesa","No","Yes","Standard","4692.0","Northbound","-111.822774285593","33.4197504857682","120","","","","",17,"1",1265.6258,"","AggieReverseGeocoder","",4.01,"13825106","207 N MESA DR","Globe","AZ","85201","6723"
"17","-111.82272050022499","33.4227915534926","2983.0","16004.0","MESA DR & UNIVERSITY DR","Mesa","No","Yes","Standard","2997.0","Northbound","-111.82272050022499","33.4227915534926","120","","","","",18,"1",1406.259,"","AggieReverseGeocoder","",4.01,"13714022","412 E UNIVERSITY DR","Mesa","AZ","85203","7924"
"18","-111.82268269317301","33.426166560174195","2980.0","16006.0","MESA DR & 6TH ST","Mesa","No","Yes","Standard","2994.0","Northbound","-111.82268269317301","33.426166560174195","120","","","","",19,"1",1421.8756,"","AggieReverseGeocoder","",4.01,"13711408","629 N MESA DR","Globe","AZ","85201","5111"
"19","-111.82263243162599","33.430312682268","2981.0","16007.0","MESA DR & 8TH ST","Mesa","No","No","Standard","2995.0","Northbound","-111.82263243162599","33.430312682268","120","","","","",20,"1",984.3832,"","AggieReverseGeocoder","",4.01,"13732039","843 N MESA DR","Globe","AZ","85201","4301"
"20","-111.822592020084","33.432192423379","2978.0","16008.0","MESA DR & 10TH ST","Mesa","No","No","Standard","2992.0","Northbound","-111.822592020084","33.432192423379","120","","","","",21,"1",1062.5075,"","AggieReverseGeocoder","",4.01,"13732019","406 E 10TH ST","Mesa","AZ","85203","4728"
"21","-111.82304327285802","33.435690366294196","5500.0","16009.0","BROWN RD & MESA DR","Mesa","No","Yes","Standard","5514.0","Westbound","-111.82304327285802","33.435690366294196","120","","","","",22,"1",1109.3763,"","AggieReverseGeocoder","",4.01,"13719683B","352 E BROWN RD","Globe","AZ","85201","3506"
"22","-111.828616690555","33.4350534651122","5505.0","16012.0","PASADENA & CENTER ST","Mesa","No","Yes","Standard","5519.0","Westbound","-111.828616690555","33.4350534651122","120","","","","",23,"1",1312.5034,"","AggieReverseGeocoder","",4.01,"13719681B","132 E BROWN RD","Globe","AZ","85201","3500"
"23","-111.831408161206","33.4345569085719","4499.0","16013.0","CENTER ST & BROWN ST","Mesa","No","Yes","Standard","4513.0","Southbound","-111.831408161206","33.4345569085719","120 | BUZZ","","","","",24,"1",546.8735,"","AggieReverseGeocoder","",4.01,"13720006A","35 W BROWN RD","Globe","AZ","85201","3428"
"24","-111.83144260661699","33.4308594733828","4492.0","16510.0","CENTER ST & 8TH PL","Mesa","No","Yes","Standard","4506.0","Southbound","-111.83144260661699","33.4308594733828","120 | BUZZ","","","","",25,"1",1296.8776,"","AggieReverseGeocoder","",4.01,"13722095L","860 N CENTER ST","Globe","AZ","85201","4201"
"25","-111.801074954184","33.45080735204","7619.0","16105.0","JUNE ST & LAZONA DR","Mesa","No","No","Standard","7633.0","Westbound","-111.801074954184","33.45080735204","128","","","","",26,"1",1515.6246,"","AggieReverseGeocoder","",4.01,"13632087","1415 E MCKELLIPS RD","Mesa","AZ","85203","2723"
"26","-111.80280259724199","33.4491701212933","5710.0","16106.0","LAZONA DR & STAPLEY DR","Mesa","No","No","Standard","5724.0","Westbound","-111.80280259724199","33.4491701212933","128","","","","",27,"1",1437.4989,"","AggieReverseGeocoder","",4.01,"13632084D","1825 N STAPLEY DR","Mesa","AZ","85203","2628"
"27","-111.80511857211201","33.4477097090088","4798.0","16107.0","STAPLEY DR & JENSEN ST","Mesa","No","No","Standard","4812.0","Southbound","-111.80511857211201","33.4477097090088","128","","","","",28,"1",1640.6268,"","AggieReverseGeocoder","",4.01,"13625065","1761 N PARSELL CIR","Mesa","AZ","85203","3703"
"28","-111.80522083043002","33.4441285372074","4791.0","16108.0","STAPLEY DR & MCLELLAN RD","Mesa","No","No","Standard","4805.0","Southbound","-111.80522083043002","33.4441285372074","128","","","","",29,"1",1265.6632,"","AggieReverseGeocoder","",4.01,"13625557","1730 N STAPLEY DR","Mesa","AZ","85203","2603"
"29","-111.80529112036999","33.441089413751605","4797.0","16109.0","STAPLEY DR & HALIFAX ST","Mesa","No","No","Standard","4811.0","Southbound","-111.80529112036999","33.441089413751605","128","","","","",30,"1",1578.1284,"","AggieReverseGeocoder","",4.01,"13626513","1165 E HALIFAX ST","Mesa","AZ","85203","3724"
"30","-111.805417338394","33.4366314830577","4795.0","16110.0","STAPLEY DR & BROWN RD","Mesa","No","No","Standard","4809.0","Southbound","-111.805417338394","33.4366314830577","128","","","","",31,"1",1390.6281,"","AggieReverseGeocoder","",4.01,"13703009H","1215 E BROWN RD","Mesa","AZ","85203","5046"
"31","-111.805411958697","33.433809893361","4796.0","16111.0","STAPLEY DR & FAIRFIELD ST","Mesa","No","No","Standard","4810.0","Southbound","-111.805411958697","33.433809893361","128","","","","",32,"1",1625.0327,"","AggieReverseGeocoder","",4.01,"13709132","1010 N STAPLEY DR","Mesa","AZ","85203","4900"
"32","-111.805406249358","33.4300153093271","4794.0","16112.0","STAPLEY DR & 8TH PL","Mesa","No","No","Standard","4808.0","Southbound","-111.805406249358","33.4300153093271","128","","","","",33,"1",1265.6283,"","AggieReverseGeocoder","",4.01,"13730094E","1160 E 8TH ST","Mesa","AZ","85203","6418"
"33","-111.805417707419","33.4254549755571","4793.0","16113.0","STAPLEY DR & 6TH ST","Mesa","No","No","Standard","4807.0","Southbound","-111.805417707419","33.4254549755571","128","","","","",34,"1",499.997,"","AggieReverseGeocoder","",4.01,"13705033B","546 N STAPLEY DR","Mesa","AZ","85203","7204"
"34","-111.805414606689","33.422136200592","4799.0","16114.0","STAPLEY DR & UNIVERSITY DR","Mesa","No","Yes","Standard","4813.0","Southbound","-111.805414606689","33.422136200592","128","","","","",35,"1",1000.0022,"","AggieReverseGeocoder","",4.01,"13807107C","357 N STAPLEY DR","Mesa","AZ","85203","8030"
"35","-111.80542148907","33.4186340916769","4792.0","16889.0","STAPLEY DR & 2ND ST","Mesa","No","No","Standard","4806.0","Southbound","-111.80542148907","33.4186340916769","128","","","","",36,"1",1249.9978,"","AggieReverseGeocoder","",4.01,"13819153C","150 N STAPLEY DR","Mesa","AZ","85203","8862"
"36","-111.805436900532","33.414757262734604","5303.0","16116.0","STAPLEY DR & MAIN ST","Mesa","No","No","Standard","5317.0","Southbound","-111.805436900532","33.414757262734604","128","","","","",37,"1",1078.1279,"","AggieReverseGeocoder","",4.01,"13809046L","1205 E MAIN ST","Mesa","AZ","85203","8905"
"37","-111.80541216339701","33.4108651078293","5296.0","16117.0","STAPLEY DR & JARVIS AVE","Mesa","No","No","Standard","5310.0","Southbound","-111.80541216339701","33.4108651078293","128","","","","",38,"1",968.7516,"","AggieReverseGeocoder","",4.01,"13815021C","1164 E NIELSON AVE","Mesa","AZ","85204","2123"
"38","-111.805462187148","33.4075185072117","5299.0","16118.0","STAPLEY DR & BROADWAY RD","Mesa","No","Yes","Standard","5313.0","Southbound","-111.805462187148","33.4075185072117","128","","","","",39,"1",968.7553,"","AggieReverseGeocoder","",4.01,"13921048E","414 S STAPLEY DR","Mesa","AZ","85204","2613"
"39","-111.80548580051001","33.4038907114484","5297.0","16119.0","STAPLEY DR & 6TH AVE","Mesa","No","No","Standard","5311.0","Southbound","-111.80548580051001","33.4038907114484","128","","","","",40,"1",359.3781,"","AggieReverseGeocoder","",4.01,"13920001K","610 S STAPLEY DR","Mesa","AZ","85204","3407"
"40","-111.805498007983","33.4003055379151","5298.0","16120.0","STAPLEY DR & 8TH AVE","Mesa","No","No","Standard","5312.0","Southbound","-111.805498007983","33.4003055379151","128","","","","",41,"1",1031.2539,"","AggieReverseGeocoder","",4.01,"13918156D","810 S STAPLEY DR","Mesa","AZ","85204","4243"
"41","-111.805583336522","33.3960442921053","5300.0","16121.0","STAPLEY DR & EMERALD AVE","Mesa","No","No","Standard","5314.0","Southbound","-111.805583336522","33.3960442921053","128","","","","",42,"1",1046.871,"","AggieReverseGeocoder","",4.01,"13915061","1012 S STAPLEY DR","Mesa","AZ","85204","4270"
"42","-111.805594149011","33.3930144477176","5304.0","16122.0","STAPLEY DR & SOUTHERN AVE","Mesa","No","No","Standard","5318.0","Southbound","-111.805594149011","33.3930144477176","128","","","","",43,"1",1078.1254,"","AggieReverseGeocoder","",4.01,"13914304A","1159 E SOUTHERN AVE","Mesa","AZ","85204","5011"
"43","-111.80570783833599","33.3887780967489","5301.0","16123.0","STAPLEY DR & HARMONY AVE","Mesa","No","No","Standard","5315.0","Southbound","-111.80570783833599","33.3887780967489","128","","","","",44,"1",890.6357,"","AggieReverseGeocoder","",4.01,"13914001C","1464 S STAPLEY DR","Mesa","AZ","85204","5853"
"44","-111.807044350975","33.3826457715732","8101.0","16084.0","INVERNESS AVE & STAPLEY DR","Mesa","No","No","Standard","9876.0","Westbound","-111.807044350975","33.3826457715732","128","","","","",45,"1",484.3797,"","AggieReverseGeocoder","",4.01,"13911093","1664 S STAPLEY DR","Mesa","AZ","85204","6661"
"45","-111.80703538828399","33.3794225228431","9467.0","16544.0","STAPLEY DR & BASELINE RD","Mesa","No","Yes","Standard","9877.0","Northbound","-111.80703538828399","33.3794225228431","128","","","","",46,"1",406.2457,"","AggieReverseGeocoder","",4.01,"13911001F","1945 S STAPLEY DR","Mesa","AZ","85204","6615"
"46","-111.80563223312099","33.3826654306703","3103.0","16086.0","STAPLEY DR & INVERNESS AVE","Mesa","No","Yes","Standard","3117.0","Northbound","-111.80563223312099","33.3826654306703","128","","","","",47,"1",999.9989,"","AggieReverseGeocoder","",4.01,"13910011","1705 S STAPLEY DR","Mesa","AZ","85204","6611"
"47","-111.805343110646","33.3895314608751","3558.0","16087.0","STAPLEY DR & HILTON AVE","Mesa","No","Yes","Standard","3572.0","Northbound","-111.805343110646","33.3895314608751","128","","","","",48,"1",906.2501,"","AggieReverseGeocoder","",4.01,"13907401","1209 E HARMONY CIR","Mesa","AZ","85204","5963"
"48","-111.805299471252","33.3937681678118","3560.0","16088.0","STAPLEY DR & SOUTHERN AVE","Mesa","No","Yes","Standard","3574.0","Northbound","-111.805299471252","33.3937681678118","128","","","","",49,"1",1187.5037,"","AggieReverseGeocoder","",4.01,"13905004H","1210 E SOUTHERN AVE","Mesa","AZ","85204","5144"
"50","-111.787822349501","33.4336347362607","2888.0","16209.0","GILBERT RD & ENCANTO ST","Mesa","No","No","Standard","2902.0","Northbound","-111.787822349501","33.4336347362607","136","","","","",50,"1",1328.1242,"","AggieReverseGeocoder","",4.01,"14008072","2008 E ENCANTO ST","Mesa","AZ","85213","5912"
"51","-111.78793510088998","33.427296394917995","2886.0","16207.0","GILBERT RD & DECATUR ST","Mesa","No","No","Standard","2900.0","Northbound","-111.78793510088998","33.427296394917995","136","","","","",51,"1",1359.3705,"","AggieReverseGeocoder","",4.01,"14009406B","633 N GILBERT RD","Mesa","AZ","85203","6629"
"53","-111.805168011162","33.415472988772","3105.0","16094.0","STAPLEY DR & MAIN ST","Mesa","No","No","Standard","3119.0","Northbound","-111.805168011162","33.415472988772","128","","","","",52,"1",374.9987,"","AggieReverseGeocoder","",4.01,"13808076B","1210 E MAIN ST","Mesa","AZ","85203","8906"
"54","-111.78811149130199","33.4084077948636","3361.0","16201.0","GILBERT RD & BROADWAY RD","Mesa","No","Yes","Standard","3375.0","Northbound","-111.78811149130199","33.4084077948636","136","","","","",53,"1",1421.8756,"","AggieReverseGeocoder","",4.01,"14025473","363 S GILBERT RD","Mesa","AZ","85204","2454"
"55","-111.788148795305","33.4297727157978","4596.0","16261.0","GILBERT RD & 8TH ST","Mesa","No","No","Standard","4610.0","Southbound","-111.788148795305","33.4297727157978","136","","","","",54,"1",1250.0018,"","AggieReverseGeocoder","",4.01,"13702021","1961 E 8TH ST","Mesa","AZ","85203","6609"
"56","-111.68372347603001","33.4669116841607","9370.0","16469.0","N POWER RD & E MCDOWELL RD","Mesa","No","No","Standard","12018.0","Northbound","-111.68372347603001","33.4669116841607","184","","","","",55,"1",406.2271,"","AggieReverseGeocoder","",4.01,"21919739","2807 N POWER RD","Scottsdale","AZ","85215","1728"
"58","-111.684106510612","33.437959002685105","3027.0","16741.0","POWER RD & BROWN RD","Mesa","No","No","Standard","3041.0","Northbound","-111.684106510612","33.437959002685105","184","","","","",56,"1",1234.3552,"","AggieReverseGeocoder","",4.01,"21804086A","1229 N POWER RD","Mesa","AZ","85205","4901"
"59","-111.789450319354","33.459561816858894","9146.0","18270.0","N GILBERT RD & E HERMOSA VISTA","Mesa","No","No","Standard","11646.0","Northbound","-111.789450319354","33.459561816858894","136","","","","",57,"1",1000.0044,"","AggieReverseGeocoder","",4.01,"13604022","2407 N KACHINA","Mesa","AZ","85203","1339"
"70","-111.684600081481","33.426493029488","8886.0","16749.0","Power Rd & Decatur St","Mesa","No","No","Standard","11295.0","Southbound","-111.684600081481","33.426493029488","184","","","","",58,"1",1312.498,"","AggieReverseGeocoder","",4.01,"14162001A","548 N POWER RD","Mesa","AZ","85205","7612"
"71","-111.68418339287201","33.4327292518043","3025.0","16740.0","POWER RD & ENSENADA ST","Mesa","No","No","Standard","3039.0","Northbound","-111.68418339287201","33.4327292518043","184","","","","",59,"1",421.8939,"","AggieReverseGeocoder","",4.01,"21810002F","1001 N POWER RD","Mesa","AZ","85205","5701"
"72","-111.684543187154","33.4320251305447","8887.0","16748.0","Power RD & Ensenada St","Mesa","No","No","Standard","11296.0","Southbound","-111.684543187154","33.4320251305447","184","","","","",60,"1",1374.9983,"","AggieReverseGeocoder","",4.01,"14186578","6755 E ENSENADA ST","Mesa","AZ","85205","6054"
"74","-111.788385764512","33.4221460236508","4610.0","16264.0","GILBERT RD & UNIVERSITY DR","Mesa","No","Yes","Standard","4624.0","Southbound","-111.788385764512","33.4221460236508","136","","","","",61,"1",1375.0012,"","AggieReverseGeocoder","",4.01,"13868001T","1961 E UNIVERSITY DR","Mesa","AZ","85203","8233"
"75","-111.788477086019","33.396985368599","5093.0","16271.0","GILBERT RD & EMERALD AVE","Mesa","No","No","Standard","5107.0","Southbound","-111.788477086019","33.396985368599","136","","","","",62,"1",1312.5024,"","AggieReverseGeocoder","",4.01,"13906231","1011 S KACHINA","Mesa","AZ","85204","5207"
"76","-111.78853946584299","33.4074493622242","5091.0","16268.0","GILBERT RD & BROADWAY RD","Mesa","No","Yes","Standard","5105.0","Southbound","-111.78853946584299","33.4074493622242","136","","","","",63,"1",1359.4006,"","AggieReverseGeocoder","",4.01,"13901049F","424 S GILBERT RD","Mesa","AZ","85204","2805"
"80","-111.68454624822901","33.3943466946745","3481.0","12584.0","POWER RD & SOUTHERN AVE","Mesa","No","Yes","Standard","3495.0","Northbound","-111.68454624822901","33.3943466946745","40 | 45 | 184","","","","",64,"1",1015.6288,"","AggieReverseGeocoder","",4.01,"21868011A","6902 E SOUTHERN AVE","Mesa","AZ","85209","2644"
"81","-111.804937447745","33.4445289868643","3106.0","16102.0","STAPLEY DR & MCLELLAN RD","Mesa","No","No","Standard","3120.0","Northbound","-111.804937447745","33.4445289868643","128","","","","",65,"1",1375.0028,"","AggieReverseGeocoder","",4.01,"13627409","1614 N ALLEN","Mesa","AZ","85203","3302"
"82","-111.68433698280899","33.4165026497028","3031.0","12129.0","POWER RD & MAIN ST","Mesa","No","Yes","Standard","3045.0","Northbound","-111.68433698280899","33.4165026497028","30 | 184","","","","",66,"1",1250.0009,"","AggieReverseGeocoder","",4.01,"21812013","6810 E MAIN ST","Mesa","AZ","85207","8208"
"83","-111.686953402342","33.336584037405","8878.0","16735.0","Power Rd & Warner Rd","Mesa","No","No","Standard","11292.0","Northbound","-111.686953402342","33.336584037405","184","","","","",67,"1",140.627,"","AggieReverseGeocoder","",4.01,"30417033","4353 S POWER RD","Mesa","AZ","85212","3620"
"84","-111.78815964052","33.3902031836348","3363.0","16197.0","GILBERT RD & HAMPTON AVE","Mesa","No","No","Standard","3377.0","Northbound","-111.78815964052","33.3902031836348","136","","","","",68,"1",1421.8735,"","AggieReverseGeocoder","",4.01,"14061157C","1365 S GILBERT RD","Mesa","AZ","85204","6003"
"85","-111.788016763339","33.4196298010275","2898.0","16205.0","MAIN ST & UNIVERSITY DR","Mesa","No","No","Standard","2912.0","Northbound","-111.788016763339","33.4196298010275","136","","","","",69,"1",1390.6297,"","AggieReverseGeocoder","",4.01,"14025517","225 N GILBERT RD","Mesa","AZ","85203","8263"
"87","-111.787853857865","33.4510782029525","4608.0","16239.0","GILBERT RD & MCKELLIPS RD","Mesa","No","No","Standard","4622.0","Southbound","-111.787853857865","33.4510782029525","136","","","","",70,"1",406.2534,"","AggieReverseGeocoder","",4.01,"13627066A","1950 N GILBERT RD","Mesa","AZ","85203","2807"
"88","-111.684502274219","33.3994052165531","3474.0","12585.0","POWER RD & VIA ROSSMOOR BLVD","Mesa","No","Yes","Standard","3488.0","Northbound","-111.684502274219","33.3994052165531","40 | 45 | 184","","","","",71,"1",1234.3476,"","AggieReverseGeocoder","",4.01,"21868009","801 S POWER RD","Mesa","AZ","85206","5207"
"90","-111.684761505562","33.408116200592104","5216.0","12577.0","POWER RD & BROADWAY RD","Mesa","No","Yes","Standard","5230.0","Southbound","-111.684761505562","33.408116200592104","40 | 45 | 184","","","","",72,"1",343.7508,"","AggieReverseGeocoder","",4.01,"14155005E","400 S POWER RD","Mesa","AZ","85206","5203"
"91","-111.80514909373801","33.4339463447256","3098.0","16099.0","STAPLEY DR & FAIRFIELD ST","Mesa","No","No","Standard","3112.0","Northbound","-111.80514909373801","33.4339463447256","128","","","","",73,"1",1250.0051,"","AggieReverseGeocoder","",4.01,"13709132","1010 N STAPLEY DR","Mesa","AZ","85203","4900"
"93","-111.78808082301902","33.433604482744606","4602.0","16260.0","GILBERT RD & FAIRFIELD ST","Mesa","No","No","Standard","4616.0","Southbound","-111.78808082301902","33.433604482744606","136","","","","",74,"1",1406.2486,"","AggieReverseGeocoder","",4.01,"13702005B","962 N GILBERT RD","Mesa","AZ","85203","5806"
"95","-111.787910769799","33.4234034739444","2895.0","16206.0","GILBERT RD & UNIVERSITY DR","Mesa","No","Yes","Standard","2909.0","Northbound","-111.787910769799","33.4234034739444","136","","","","",75,"1",1390.6209,"","AggieReverseGeocoder","",4.01,"13701227","1900 E UNIVERSITY DR","Mesa","AZ","85203","8242"
"96","-111.68431882742901","33.447784775292895","4722.0","16746.0","POWER RD & INGLEWOOD ST","Mesa","No","Yes","Standard","4736.0","Southbound","-111.68431882742901","33.447784775292895","184","","","","",76,"1",1171.8789,"","AggieReverseGeocoder","",4.01,"14165817","1739 N SILVERADO","Mesa","AZ","85205","3790"
"98","-111.68424138801399","33.4235421539109","3032.0","16738.0","POWER RD & UNIVERSITY DR","Mesa","No","Yes","Standard","3046.0","Northbound","-111.68424138801399","33.4235421539109","184","","","","",77,"1",1296.8531,"","AggieReverseGeocoder","",4.01,"14162012C","6758 E UNIVERSITY DR","Mesa","AZ","85205","7608"
"99","-111.684944639899","33.3935519559004","5220.0","12579.0","POWER RD & SOUTHERN AVE","Mesa","No","No","Standard","5234.0","Southbound","-111.684944639899","33.3935519559004","40 | 45 | 61 | 184","","","","",78,"1",437.4659,"","AggieReverseGeocoder","",4.01,"14154012R","1210 S POWER RD","Mesa","AZ","85206","3702"
"101","-111.80514718847701","33.4299813204818","3100.0","16098.0","STAPLEY DR & 8TH ST","Mesa","No","No","Standard","3114.0","Northbound","-111.80514718847701","33.4299813204818","128","","","","",79,"1",1343.7523,"","AggieReverseGeocoder","",4.01,"13703012B","807 N STAPLEY DR","Mesa","AZ","85203","5601"
"102","-111.78741560450199","33.456250818489195","9145.0","18233.0","N GILBERT RD & E LOCKWOOD ST","Mesa","No","No","Standard","11645.0","Northbound","-111.78741560450199","33.456250818489195","136","","","","",80,"1",937.4793,"","AggieReverseGeocoder","",4.01,"14107098A","2224 N ASHBROOK CIR","Mesa","AZ","85213","2276"
"103","-111.78788263767099","33.4304123897902","2885.0","16208.0","GILBERT RD & ADOBE ST","Mesa","No","No","Standard","2899.0","Northbound","-111.78788263767099","33.4304123897902","136","","","","",81,"1",1375.0237,"","AggieReverseGeocoder","",4.01,"14008407A","815 N GILBERT RD","Mesa","AZ","85203","5805"
"104","-111.788533789377","33.3928630228436","5097.0","16272.0","GILBERT RD & SOUTHERN AVE","Mesa","No","Yes","Standard","5111.0","Southbound","-111.788533789377","33.3928630228436","136","","","","",82,"1",1374.8706,"","AggieReverseGeocoder","",4.01,"13908282A","1945 E SOUTHERN AVE","Mesa","AZ","85204","5215"
"105","-111.683338966532","33.4709359974428","9090.0","18250.0","POWER RD PARK AND RIDE","Mesa","Yes","Yes","Standard","11460.0","Other","-111.683338966532","33.4709359974428","184 | 535","","","","",83,"1",1046.9016,"","AggieReverseGeocoder","",4.01,"14193503","3033 N SILVERADO","Scottsdale","AZ","85215","1041"
"109","-111.788090741445","33.3942479785644","3368.0","16198.0","GILBERT RD & SOUTHERN AVE","Mesa","No","Yes","Standard","3382.0","Northbound","-111.788090741445","33.3942479785644","136","","","","",84,"1",1359.3527,"","AggieReverseGeocoder","",4.01,"14043001K","2025 E SOUTHERN AVE","Mesa","AZ","85204","5302"
"111","-111.685008457925","33.390853600366604","5222.0","12580.0","POWER RD & HAMPTON AVE","Mesa","No","No","Standard","5236.0","Southbound","-111.685008457925","33.390853600366604","40 | 45 | 61 | 184","","","","",85,"1",406.2449,"","AggieReverseGeocoder","",4.01,"14154037C","1350 S POWER RD","Mesa","AZ","85206","3704"
"113","-111.788252797148","33.4264384387506","4600.0","16262.0","GILBERT RD & DECATUR ST","Mesa","No","No","Standard","4614.0","Southbound","-111.788252797148","33.4264384387506","136","","","","",86,"1",1375.005,"","AggieReverseGeocoder","",4.01,"13701111A","1959 E DECATUR ST","Mesa","AZ","85203","6644"
"114","-111.68466540919901","33.4185909706987","4719.0","16751.0","POWER RD & ALBANY ST","Mesa","No","Yes","Standard","4733.0","Southbound","-111.68466540919901","33.4185909706987","184","","","","",87,"1",1249.9992,"","AggieReverseGeocoder","",4.01,"14158188","152 N POWER RD","Mesa","AZ","85205","8436"
"115","-111.827461970062","33.4295319021242","9587.0","16497.0","8TH ST- FITCH PARK","Mesa","No","Yes","Standard","","Eastbound","-111.827461970062","33.4295319021242","120 | BUZZ","","","","",88,"1",359.3694,"","AggieReverseGeocoder","",4.01,"13718001","161 E 6TH ST","Globe","AZ","85201","5008"
"116","-111.798532895951","33.4513500164297","9588.0","16867.0","BARKLEY & MCKELLIPS","Mesa","No","No","Standard","","Southbound","-111.798532895951","33.4513500164297","128","","","","",89,"1",1468.7535,"","AggieReverseGeocoder","",4.01,"13632176","1960 N BARKLEY","Mesa","AZ","85203","2703"
"117","-111.684356990038","33.4443673290144","9590.0","16920.0","POWER RD & MCLELLAN RD","Mesa","No","No","Standard","","Southbound","-111.684356990038","33.4443673290144","184","","","","",90,"1",1359.3349,"","AggieReverseGeocoder","",4.01,"14164069","1548 N POWER RD","Mesa","AZ","85205","4604"
"118","-111.68400917717501","33.4441396253463","9591.0","16912.0","POWER RD & MCLELLAN RD","Mesa","No","No","Standard","","Northbound","-111.68400917717501","33.4441396253463","184","","","","",91,"1",390.6261,"","AggieReverseGeocoder","",4.01,"21804001","1525 N POWER RD","Mesa","AZ","85205","4603"
"120","-111.805142951473","33.4372927954465","3101.0","16100.0","STAPLEY DR & BROWN RD","Mesa","No","No","Standard","3115.0","Northbound","-111.805142951473","33.4372927954465","128","","","","",92,"1",1406.2506,"","AggieReverseGeocoder","",4.01,"13631194","1201 E GREENWAY CIR","Mesa","AZ","85203","4426"
"121","-111.78792912618799","33.439892054782","4603.0","16241.0","GILBERT RD & GRANDVIEW ST","Mesa","No","No","Standard","4617.0","Southbound","-111.78792912618799","33.439892054782","136","","","","",93,"1",1203.1289,"","AggieReverseGeocoder","",4.01,"13627176","1955 E GRANDVIEW ST","Mesa","AZ","85203","4528"
"123","-111.684489115066","33.43674964071","4721.0","16747.0","POWER RD & BROWN RD","Mesa","No","Yes","Standard","4735.0","Southbound","-111.684489115066","33.43674964071","184","","","","",94,"1",1125.0045,"","AggieReverseGeocoder","",4.01,"14186699F","1152 N POWER RD","Mesa","AZ","85205","4910"
"124","-111.78788559937401","33.4440932291909","4609.0","16240.0","GILBERT RD & MCLELLAN RD","Mesa","No","No","Standard","4623.0","Southbound","-111.78788559937401","33.4440932291909","136","","","","",95,"1",828.1326,"","AggieReverseGeocoder","",4.01,"13627757","1944 E HALE ST","Mesa","AZ","85203","3918"
"125","-111.684834616751","33.3986279493442","5218.0","12578.0","POWER RD & VIA ROSSMOOR BLVD","Mesa","No","Yes","Standard","5232.0","Southbound","-111.684834616751","33.3986279493442","40 | 45 | 184","","","","",96,"1",1078.1272,"","AggieReverseGeocoder","",4.01,"14155099A","33 LEISURE WORLD","Mesa","AZ","85206","3103"
"126","-111.787644479999","33.4442843016488","9143.0","18232.0","N GILBERT RD & E HALE ST","Mesa","No","No","Standard","11643.0","Northbound","-111.787644479999","33.4442843016488","136","","","","",97,"1",921.8629,"","AggieReverseGeocoder","",4.01,"14111106","2012 E HALE ST","Mesa","AZ","85213","4009"
"127","-111.788463396407","33.4114489009891","5088.0","16890.0","GILBERT RD & 2ND AVE","Mesa","No","Yes","Standard","5102.0","Southbound","-111.788463396407","33.4114489009891","136","","","","",98,"1",1265.6358,"","AggieReverseGeocoder","",4.01,"13802058","1955 E 2ND AVE","Mesa","AZ","85204","1313"
